speed,grade,vo2,vo2_abs,vco2,rer,rr,vt.btps,ve.btps,peto2,petco2,br,time,ex_time,clock_time,stage
4.8,0.9,19.7,1017,826,0.81,42,734,31,104,32,74.8,2.3,1.3,11:59:45,2
5,0.9,11.7,606,494,0.82,39,499,19.4,105,31,84.2,2.3166666666666664,1.3166666666666669,11:59:46,2
4.8,0.9,15.9,822,679,0.83,37,684,25.3,105,31,79.4,2.35,1.35,11:59:48,2
5.1,0.9,17.3,895,710,0.79,39,672,26.2,104,32,78.7,2.3666666666666667,1.3666666666666667,11:59:49,2
5,0.9,19,980,751,0.77,19,1242,23.9,99,34,80.6,2.4333333333333336,1.4333333333333331,11:59:53,2
5,0.9,17.4,899,645,0.72,18,1089,19.9,95,36,83.8,2.4833333333333334,1.4833333333333334,11:59:56,2
5,0.9,22.7,1174,810,0.69,19,1284,24.3,93,36,80.2,2.533333333333333,1.5333333333333332,11:59:59,2
5,0.9,22.7,1169,777,0.66,19,1185,23.1,90,37,81.2,2.5833333333333335,1.5833333333333337,12:00:02,2
5.1,0.9,24.8,1279,842,0.66,19,1309,24.7,90,37,79.9,2.6333333333333333,1.6333333333333333,12:00:05,2
5,0.9,4.1,214,155,0.73,20,312,6.3,93,36,94.9,2.6833333333333336,1.6833333333333331,12:00:08,2
5,0.9,28.5,1473,982,0.67,18,1510,27.5,89,37,77.6,2.75,1.75,12:00:12,2
4.8,0.9,20.9,1080,732,0.68,18,1191,21.6,89,38,82.4,2.8,1.8,12:00:15,2
5,0.9,22.7,1170,782,0.67,19,1189,22.2,87,39,81.9,2.85,1.85,12:00:18,2
5,0.9,26,1343,887,0.66,20,1236,24.3,88,39,80.2,2.9,1.9,12:00:21,2
5.1,0.9,28.7,1480,986,0.67,18,1449,26.7,87,40,78.3,2.95,1.95,12:00:24,2
5.1,0.9,29.8,1539,1047,0.68,19,1548,29.3,88,40,76.1,3.0166666666666666,2.0166666666666666,12:00:28,2
5,0.9,27.4,1416,993,0.7,19,1470,28.3,91,38,77,3.066666666666667,2.066666666666667,12:00:31,2
4.8,0.9,27.9,1439,1020,0.71,20,1446,28.9,92,38,76.4,3.1166666666666667,2.1166666666666667,12:00:34,2
4.8,0.9,28.8,1487,1074,0.72,19,1496,29,91,39,76.4,3.1666666666666665,2.1666666666666665,12:00:37,2
4.8,0.9,31.1,1608,1217,0.76,18,1863,33.5,95,38,72.7,3.216666666666667,2.216666666666667,12:00:40,2
4.8,0.9,26.9,1387,1053,0.76,18,1650,29.2,93,40,76.2,3.283333333333333,2.283333333333333,12:00:44,2
4.8,0.9,30.7,1586,1202,0.76,20,1669,32.6,92,40,73.4,3.3333333333333335,2.3333333333333335,12:00:47,2
4.8,0.9,33.3,1717,1306,0.76,20,1826,35.8,94,39,70.8,3.3833333333333333,2.3833333333333333,12:00:50,2
4.8,0.9,30.3,1563,1198,0.77,20,1725,33.8,95,39,72.5,3.4333333333333336,2.4333333333333336,12:00:53,2
5,0.9,29,1497,1156,0.77,18,1765,31,91,41,74.8,3.4833333333333334,2.4833333333333334,12:00:56,2
4.8,0.9,32.8,1692,1316,0.78,19,1846,35.2,94,40,71.4,3.533333333333333,2.533333333333333,12:00:59,2
4.8,0.9,30.2,1561,1237,0.79,20,1732,35.2,94,40,71.3,3.5833333333333335,2.5833333333333335,12:01:02,2
4.8,0.9,30.8,1588,1254,0.79,18,1835,33.5,95,40,72.8,3.65,2.65,12:01:06,2
4.8,0.9,31.9,1648,1314,0.8,19,1820,35.3,94,40,71.2,3.7,2.7,12:01:09,2
5,0.9,29.7,1532,1237,0.81,19,1747,33.8,95,40,72.5,3.75,2.75,12:01:12,2
5.1,0.9,32.3,1665,1339,0.8,21,1736,36.6,94,41,70.2,3.8,2.8,12:01:15,2
4.8,0.9,33.7,1737,1430,0.82,22,1815,40.3,97,39,67.2,3.8333333333333335,2.8333333333333335,12:01:17,2
4.8,0.9,30.6,1579,1303,0.82,19,1892,35.6,95,40,71,3.8833333333333337,2.8833333333333333,12:01:20,2
5,0.9,32.4,1674,1363,0.81,21,1789,37.1,97,39,69.8,3.9333333333333336,2.9333333333333336,12:01:23,2
5,0.9,33,1704,1431,0.84,22,1826,39.8,99,39,67.6,3.9833333333333334,2.9833333333333334,12:01:26,2
5,0.9,32.8,1694,1451,0.86,23,1816,42.4,100,38,65.5,4.033333333333333,3.033333333333333,12:01:29,2
4.8,0.9,32.8,1692,1476,0.87,24,1779,43.4,101,38,64.7,4.066666666666666,3.066666666666667,12:01:31,2
4.8,0.9,30.2,1558,1377,0.88,23,1768,40.3,101,38,67.2,4.116666666666666,3.1166666666666667,12:01:34,2
4.8,0.9,34.8,1798,1567,0.87,25,1793,44.6,99,39,63.6,4.15,3.15,12:01:36,2
4.8,0.9,33.3,1721,1524,0.89,26,1688,43.5,100,38,64.6,4.2,3.2,12:01:39,2
5,0.9,36.1,1862,1641,0.88,29,1646,47.7,101,38,61.2,4.233333333333333,3.2333333333333334,12:01:41,2
5,0.9,33.9,1748,1586,0.91,27,1759,47.1,102,37,61.6,4.266666666666667,3.2666666666666666,12:01:43,2
5,0.9,35.7,1843,1672,0.91,31,1576,49.2,102,37,59.9,4.3,3.3,12:01:45,2
4.8,0.9,35.5,1830,1681,0.92,29,1735,50.3,105,35,59.1,4.333333333333333,3.3333333333333335,12:01:47,2
5,0.9,32.9,1698,1599,0.94,30,1600,48.7,107,34,60.3,4.366666666666666,3.3666666666666667,12:01:49,2
5.1,0.9,32.2,1663,1567,0.94,30,1554,46.6,105,36,62,4.4,3.4,12:01:51,2
5.1,0.9,33.5,1728,1608,0.93,31,1515,47.6,104,36,61.2,4.433333333333334,3.4333333333333336,12:01:53,2
5,0.9,34.1,1759,1620,0.92,36,1407,50.9,104,36,58.6,4.45,3.45,12:01:54,2
4.8,0.9,31.9,1648,1524,0.92,28,1585,45.1,103,37,63.3,4.483333333333333,3.4833333333333334,12:01:56,2
5,0.9,28.9,1492,1381,0.93,18,2143,39.2,100,39,68.1,4.55,3.55,12:02:00,2
5,0.9,27.2,1403,1213,0.86,26,1317,33.8,96,41,72.5,4.583333333333333,3.5833333333333335,12:02:02,2
5.1,0.9,34.3,1769,1496,0.85,23,1803,41.9,100,38,65.9,4.633333333333333,3.6333333333333337,12:02:05,2
5,0.9,33.5,1731,1495,0.86,23,1806,41.7,98,39,66.1,4.666666666666667,3.6666666666666665,12:02:07,2
4.8,0.9,33.5,1727,1443,0.84,24,1654,39.4,98,39,67.9,4.716666666666667,3.716666666666667,12:02:10,2
4.8,0.9,32.9,1699,1472,0.87,26,1617,42,100,38,65.8,4.75,3.75,12:02:12,2
4.8,0.9,29.8,1541,1349,0.88,24,1608,39.2,100,38,68.1,4.8,3.8,12:02:15,2
5,0.9,33.6,1734,1468,0.85,25,1680,41.3,98,39,66.4,4.833333333333333,3.8333333333333335,12:02:17,2
5,0.9,33.2,1716,1463,0.85,27,1534,42,101,37,65.8,4.866666666666667,3.8666666666666663,12:02:19,2
4.8,0.9,38.7,1999,1732,0.87,29,1733,50.7,100,38,58.7,4.9,3.9,12:02:21,2
4.8,0.9,31.5,1627,1464,0.9,27,1641,44.2,104,36,64,4.933333333333334,3.9333333333333336,12:02:23,2
5.1,0.9,27.8,1435,1253,0.87,18,1900,34.5,98,40,71.9,5,4,12:02:27,2
4.8,0.9,30.2,1561,1304,0.84,18,1883,34.1,97,40,72.2,5.05,4.05,12:02:30,2
5,0.9,27.4,1416,1165,0.82,17,1831,30.3,93,41,75.3,5.116666666666666,4.116666666666666,12:02:34,2
5,0.9,35.5,1831,1466,0.8,21,1809,37.6,93,41,69.4,5.166666666666667,4.166666666666667,12:02:37,2
5,0.9,35.4,1828,1467,0.8,19,2021,38.5,97,39,68.7,5.216666666666667,4.216666666666667,12:02:40,2
5,0.9,35,1808,1462,0.81,23,1785,40.4,96,40,67.1,5.25,4.25,12:02:42,2
4.8,0.9,28.1,1451,1189,0.82,16,2021,32.2,95,41,73.8,5.316666666666666,4.316666666666666,12:02:46,2
5,0.9,39.6,2046,1644,0.8,21,2063,42.8,93,41,65.1,5.366666666666666,4.366666666666666,12:02:49,2
5,0.9,37.3,1925,1587,0.82,25,1866,46.6,100,37,62,5.4,4.4,12:02:51,2
4.8,0.9,39.3,2030,1761,0.87,33,1632,53.2,103,35,56.7,5.433333333333334,4.433333333333334,12:02:53,2
4.8,0.9,39.2,2023,1788,0.88,36,1568,56.3,103,36,54.1,5.466666666666667,4.466666666666667,12:02:55,2
4.8,0.9,34.8,1798,1639,0.91,33,1540,50.5,104,36,58.9,5.5,4.5,12:02:57,2
5,0.9,33.9,1748,1602,0.92,30,1641,49.5,102,37,59.7,5.533333333333333,4.533333333333333,12:02:59,2
5,0.9,32.9,1697,1561,0.92,32,1524,48.4,103,36,60.6,5.566666666666666,4.566666666666666,12:03:01,2
4.8,0.9,31.4,1619,1469,0.91,25,1728,43,101,38,65,5.6,4.6,12:03:03,2
5,0.9,31.3,1617,1389,0.86,20,1892,37.3,97,40,69.6,5.65,4.65,12:03:06,2
5.1,0.9,29.8,1538,1303,0.85,18,1978,35.4,96,40,71.1,5.7,4.7,12:03:09,2
4.8,0.9,30.5,1572,1329,0.85,18,2016,36.5,97,40,70.2,5.766666666666667,4.766666666666667,12:03:13,2
5,0.9,33.5,1732,1438,0.83,21,1839,38.7,96,40,68.5,5.816666666666666,4.816666666666666,12:03:16,2
5.1,0.9,33.9,1751,1438,0.82,20,1948,39,96,40,68.3,5.866666666666667,4.866666666666667,12:03:19,2
5,0.9,36.5,1886,1550,0.82,20,2089,41.5,96,39,66.2,5.916666666666667,4.916666666666667,12:03:22,2
4.8,0.9,34.9,1800,1519,0.84,20,2015,41,98,39,66.6,5.966666666666667,4.966666666666667,12:03:25,2
4.8,0.9,31.4,1619,1368,0.84,18,1996,36.4,97,40,70.4,6.016666666666667,5.016666666666667,12:03:28,2
4.8,0.9,30.8,1592,1338,0.84,17,2145,37.5,96,40,69.4,6.066666666666666,5.066666666666666,12:03:31,2
5,0.9,38.2,1970,1595,0.81,20,2079,40.6,93,41,66.9,6.116666666666666,5.116666666666666,12:03:34,2
4.8,0.9,39.7,2047,1681,0.82,24,1951,47,98,39,61.7,6.166666666666667,5.166666666666667,12:03:37,2
4.8,0.9,37,1908,1652,0.87,26,1827,47.5,99,38,61.4,6.2,5.2,12:03:39,2
4.8,0.9,36.7,1894,1623,0.86,25,1861,47.1,101,38,61.6,6.25,5.25,12:03:42,2
4.8,0.9,32.6,1685,1508,0.9,24,1843,43.5,103,36,64.5,6.283333333333333,5.283333333333333,12:03:44,2
5.1,0.9,31.7,1635,1446,0.88,25,1662,41,100,39,66.6,6.333333333333333,5.333333333333333,12:03:47,2
4.8,0.9,33.9,1749,1481,0.85,22,1817,40.4,97,40,67.1,6.366666666666666,5.366666666666666,12:03:49,2
4.8,0.9,38.8,2005,1754,0.87,28,1814,50.6,100,38,58.8,6.4,5.4,12:03:51,2
5,0.9,31.2,1609,1442,0.9,26,1660,43.1,102,37,64.9,6.45,5.45,12:03:54,2
5,0.9,37.3,1924,1663,0.86,30,1637,48.6,101,37,60.4,6.483333333333333,5.483333333333333,12:03:56,2
5,0.9,34.5,1782,1573,0.88,27,1742,46.4,101,38,62.2,6.516666666666667,5.516666666666667,12:03:58,2
4.8,0.9,34.6,1788,1662,0.93,34,1552,52.6,106,34,57.2,6.55,5.55,12:04:00,2
4.8,0.9,34.3,1769,1587,0.9,28,1638,45.5,102,37,62.9,6.583333333333333,5.583333333333333,12:04:02,2
5.1,0.9,32,1650,1471,0.89,22,1890,42.5,100,38,65.4,6.633333333333333,5.633333333333333,12:04:05,2
5,0.9,26.2,1354,1131,0.84,27,1055,28.8,97,40,76.6,6.666666666666667,5.666666666666667,12:04:07,2
4.8,0.9,40.9,2110,1876,0.89,28,1966,54.1,102,37,56,6.7,5.7,12:04:09,2
4.8,0.9,21.7,1118,1040,0.93,33,1059,34.9,107,34,71.6,6.733333333333333,5.733333333333333,12:04:11,2
5.1,0.9,35.5,1833,1558,0.85,26,1817,46.8,100,37,61.9,6.766666666666667,5.766666666666667,12:04:13,2
5,0.9,37.1,1914,1718,0.9,52,985,51.4,102,37,58.2,6.783333333333333,5.783333333333333,12:04:14,2
5,0.9,40,2065,1858,0.9,31,1753,54.2,101,37,55.9,6.816666666666666,5.816666666666666,12:04:16,2
4.8,0.9,34.4,1776,1586,0.89,27,1716,46.4,103,36,62.2,6.85,5.85,12:04:18,2
5,0.9,31.1,1607,1401,0.87,22,1717,38.3,100,38,68.8,6.9,5.9,12:04:21,2
5.1,0.9,37.2,1918,1693,0.88,30,1636,48.8,100,38,60.2,6.933333333333334,5.933333333333334,12:04:23,2
5.1,0.9,44.5,2299,2046,0.89,37,1687,62.1,104,36,49.4,6.966666666666667,5.966666666666667,12:04:25,2
4,0.9,33.3,1717,1565,0.91,28,1655,47.1,105,35,61.7,7,6,12:04:27,3
2.9,0.9,31.8,1641,1511,0.92,40,1212,48.2,107,34,60.8,7.016666666666667,6.016666666666667,12:04:28,3
2.2,0.9,31.8,1639,1548,0.94,39,1266,49.6,106,34,59.6,7.05,6.05,12:04:30,3
2,0.9,32,1654,1545,0.93,35,1413,49.9,107,34,59.4,7.083333333333333,6.083333333333333,12:04:32,3
2,0.9,32.6,1685,1609,0.96,37,1461,53.8,107,34,56.2,7.1,6.1,12:04:33,3
2,0.9,27.5,1421,1402,0.99,39,1239,48.6,110,32,60.4,7.133333333333334,6.133333333333334,12:04:35,3
2,0.9,27.8,1433,1378,0.96,35,1243,43.1,108,34,64.9,7.166666666666667,6.166666666666667,12:04:37,3
2,0.9,30.7,1582,1587,1,39,1354,52.7,110,33,57.1,7.183333333333334,6.183333333333334,12:04:38,3
2,0.9,27.5,1420,1435,1.01,38,1269,48.2,110,33,60.8,7.216666666666667,6.216666666666667,12:04:40,3
1.9,0.9,31.5,1626,1599,0.98,36,1408,51.2,107,35,58.3,7.233333333333333,6.233333333333333,12:04:41,3
1.9,0.9,27.3,1411,1412,1,38,1266,48.1,109,33,60.9,7.266666666666667,6.266666666666667,12:04:43,3
2,0.9,25.9,1338,1340,1,36,1215,44.2,107,34,64,7.3,6.3,12:04:45,3
2,0.9,29,1498,1472,0.98,34,1380,47.6,107,35,61.2,7.316666666666666,6.316666666666666,12:04:46,3
2,0.9,23.5,1215,1137,0.94,23,1493,33.8,101,39,72.5,7.366666666666666,6.366666666666666,12:04:49,3
2,0.9,22.7,1172,1056,0.9,23,1340,30.8,101,38,74.9,7.416666666666667,6.416666666666667,12:04:52,3
1.9,0.9,24.2,1247,1096,0.88,20,1533,30.2,101,38,75.4,7.466666666666667,6.466666666666667,12:04:55,3
2,0.9,24.9,1285,1137,0.88,22,1446,31.9,101,38,74,7.5,6.5,12:04:57,3
2,0.9,25.4,1311,1177,0.9,23,1462,34,100,38,72.3,7.55,6.55,12:05:00,3
2,0.9,21.3,1098,993,0.9,19,1449,28,100,39,77.2,7.6,6.6,12:05:03,3
2,0.9,16.6,856,769,0.9,19,1184,22.2,100,40,81.9,7.65,6.65,12:05:06,3
1.9,0.9,33.4,1723,1580,0.92,31,1509,46.9,103,36,61.8,7.683333333333334,6.683333333333334,12:05:08,3
2,0.9,30.6,1577,1542,0.98,38,1350,50.9,108,34,58.5,7.716666666666667,6.716666666666667,12:05:10,3
2,0.9,26,1344,1394,1.04,38,1258,47.8,110,33,61.1,7.733333333333333,6.733333333333333,12:05:11,3
2,0.9,22,1135,1227,1.08,38,1124,43.2,111,32,64.8,7.766666666666667,6.766666666666667,12:05:13,3
2,0.9,19,982,1059,1.08,31,1161,36.1,110,34,70.6,7.8,6.8,12:05:15,3
2,0.9,21.9,1129,1230,1.09,35,1193,42.1,111,33,65.7,7.816666666666666,6.816666666666666,12:05:16,3
2,0.9,19.7,1017,1155,1.14,43,941,40.9,112,32,66.7,7.85,6.85,12:05:18,3
2,0.9,18.5,957,1046,1.09,29,1195,34.3,111,34,72.1,7.883333333333333,6.883333333333333,12:05:20,3
2,0.9,19.7,1018,1142,1.12,33,1202,39.6,113,32,67.7,7.916666666666667,6.916666666666667,12:05:22,3
2,0.9,19.3,996,1167,1.17,38,1114,42.3,114,32,65.5,7.933333333333334,6.933333333333334,12:05:23,3
2,0.9,17.2,890,1051,1.18,39,956,37.7,114,32,69.3,7.966666666666667,6.966666666666667,12:05:25,3
2,0.9,15,774,849,1.1,23,1232,27.8,112,34,77.4,8.016666666666667,7.016666666666667,12:05:28,3
2,0.9,13.4,694,778,1.12,30,898,27.1,111,34,78,8.05,7.05,12:05:30,3
2,0.9,15.2,787,859,1.09,31,925,28.8,109,35,76.6,8.066666666666666,7.066666666666666,12:05:31,3
2,0.9,13.9,717,769,1.07,35,760,26.5,109,35,78.4,8.1,7.1,12:05:33,3
2,0.9,12.5,643,687,1.07,29,814,23.9,110,34,80.5,8.133333333333333,7.133333333333334,12:05:35,3
2,0.9,13.8,714,737,1.03,33,757,24.8,109,34,79.8,8.166666666666666,7.166666666666667,12:05:37,3
2,0.9,14.7,759,767,1.01,33,782,25.6,106,35,79.1,8.2,7.2,12:05:39,3
2,0.9,13.9,718,727,1.01,30,809,24.7,107,35,79.9,8.233333333333333,7.233333333333333,12:05:41,3
2,0.9,13.8,713,714,1,32,755,24.4,107,35,80.2,8.266666666666667,7.266666666666667,12:05:43,3
2,0.9,16,826,805,0.97,28,911,25.7,106,35,79.1,8.3,7.3,12:05:45,3
2,0.9,14.3,737,733,0.99,31,810,24.8,107,34,79.8,8.333333333333334,7.333333333333333,12:05:47,3
2,0.9,14.9,771,765,0.99,26,980,25.9,108,34,78.9,8.366666666666667,7.366666666666666,12:05:49,3
2,0.9,14.7,761,761,1,34,804,26.9,108,34,78.1,8.4,7.4,12:05:51,3
2,0.9,12.6,649,676,1.04,34,738,25.3,110,32,79.4,8.433333333333334,7.433333333333334,12:05:53,3
2,0.9,15.2,783,789,1.01,32,869,27.7,109,34,77.4,8.466666666666667,7.466666666666667,12:05:55,3
2,0.9,14.7,758,780,1.03,38,737,28,109,33,77.2,8.483333333333333,7.483333333333333,12:05:56,3
2,0.9,10.9,564,584,1.03,35,637,22.1,110,32,82,8.516666666666667,7.516666666666667,12:05:58,3
2,0.9,14,725,737,1.02,33,787,26.2,110,33,78.6,8.55,7.55,12:06:00,3
2,0.9,15.2,784,795,1.01,35,802,27.8,108,34,77.4,8.566666666666666,7.566666666666666,12:06:01,3
2,0.9,14.4,743,738,0.99,31,821,25.8,108,33,79,8.6,7.6,12:06:03,3
2,0.9,14.9,767,771,1.01,29,932,26.6,110,33,78.3,8.633333333333333,7.633333333333333,12:06:05,3
2,0.9,12.6,651,675,1.04,41,617,25,110,33,79.6,8.666666666666666,7.666666666666667,12:06:07,3
2,0.9,10,514,577,1.12,44,531,23.4,109,33,80.9,8.683333333333334,7.683333333333334,12:06:08,3
2,0.9,14,722,712,0.99,34,743,24.9,108,33,79.7,8.716666666666667,7.716666666666667,12:06:10,3
1.9,0.9,13.5,699,686,0.98,31,774,24.3,108,34,80.2,8.75,7.75,12:06:12,3
2,0.9,14.3,736,730,0.99,24,1040,24.9,108,34,79.8,8.783333333333333,7.783333333333333,12:06:14,3
1.9,0.9,10.5,542,537,0.99,15,1170,17.9,110,33,85.4,8.85,7.85,12:06:18,3
1.9,0.9,15.4,797,760,0.95,17,1372,23.5,107,34,80.9,8.916666666666666,7.916666666666667,12:06:22,3
1.9,0.9,14.2,735,715,0.97,18,1286,23.2,108,33,81.1,8.966666666666667,7.966666666666667,12:06:25,3
2,0.9,12.8,659,671,1.02,12,1838,22.3,109,34,81.9,9.05,8.05,12:06:30,3
2,0.9,12.8,660,649,0.98,16,1274,20.7,109,34,83.2,9.116666666666667,8.116666666666667,12:06:34,3
2,0.9,13.3,687,667,0.97,22,997,22.2,108,34,82,9.166666666666666,8.166666666666666,12:06:37,3
2,0.9,11.5,594,574,0.97,30,697,20.9,108,33,83,9.2,8.2,12:06:39,3
2,0.9,14.2,731,720,0.98,31,843,26,109,32,78.9,9.216666666666669,8.216666666666667,12:06:40,3
2,0.9,11.6,601,595,0.99,34,660,22.1,108,33,82,9.25,8.25,12:06:42,3
2,0.9,11.7,602,595,0.99,31,698,21.9,108,33,82.2,9.283333333333331,8.283333333333333,12:06:44,3
1.9,0.9,11.5,596,585,0.98,34,640,21.7,108,33,82.3,9.316666666666666,8.316666666666666,12:06:46,3
1.9,0.9,9.5,489,480,0.98,43,446,19.3,108,33,84.3,9.333333333333334,8.333333333333334,12:06:47,3
1.9,0.9,12.8,659,620,0.94,30,731,21.7,107,33,82.3,9.366666666666667,8.366666666666667,12:06:49,3
1.9,0.9,13.9,717,674,0.94,34,710,23.8,107,33,80.6,9.4,8.4,12:06:51,3
1.9,0.9,13.4,693,650,0.94,31,742,23.3,107,33,81,9.433333333333334,8.433333333333334,12:06:53,3
2,0.9,12.2,629,590,0.94,27,778,20.7,107,33,83.2,9.466666666666669,8.466666666666667,12:06:55,3
2,0.9,12,620,589,0.95,31,688,21.3,108,33,82.7,9.5,8.5,12:06:57,3
2,0.9,14.6,756,706,0.93,23,1013,23.5,106,34,80.9,9.55,8.55,12:07:00,3
2,0.9,12.8,658,635,0.96,22,1004,21.8,108,33,82.3,9.6,8.6,12:07:03,3
2,0.9,12.1,626,602,0.96,17,1207,20.1,107,34,83.6,9.65,8.65,12:07:06,3
2,0.9,11.8,608,568,0.93,17,1109,18.6,106,34,84.9,9.716666666666669,8.716666666666667,12:07:10,3
2,0.9,12.3,635,598,0.94,21,978,20.9,108,33,83,9.766666666666667,8.766666666666667,12:07:13,3
2,0.9,12.4,642,612,0.95,25,857,21.7,107,33,82.3,9.8,8.8,12:07:15,3
2,0.9,13.5,695,672,0.97,34,754,25.4,108,33,79.3,9.833333333333334,8.833333333333334,12:07:17,3
2,0.9,12.9,666,667,1,36,718,26,109,32,78.9,9.85,8.85,12:07:18,3
2,0.9,10.9,564,591,1.05,56,508,28.2,113,30,77,9.883333333333333,8.883333333333333,12:07:20,3
2,0.9,8.3,428,442,1.03,23,689,15.7,108,34,87.2,9.916666666666666,8.916666666666666,12:07:22,3
2,0.9,9.8,505,478,0.95,21,762,16.3,103,36,86.7,9.966666666666669,8.966666666666667,12:07:25,3
2.4,0.9,8.3,427,407,0.95,34,516,17.8,107,32,85.5,10,9,12:07:27,4
3.4,0.9,20.4,1053,953,0.9,40,820,33,105,34,73.1,10.016666666666667,9.016666666666667,12:07:28,4
4,0.9,17.1,881,817,0.93,36,772,27.9,105,34,77.3,10.05,9.05,12:07:30,4
4.3,0.9,21.3,1098,1056,0.96,20,1827,35.7,109,32,70.9,10.1,9.1,12:07:33,4
4.3,0.9,15.8,813,810,1,18,1472,27.1,110,32,77.9,10.15,9.15,12:07:36,4
4.2,0.9,8.4,436,448,1.03,18,896,15.9,110,33,87.1,10.216666666666669,9.216666666666669,12:07:40,4
4.3,0.9,6.1,315,294,0.93,20,502,10.2,108,33,91.7,10.266666666666667,9.266666666666667,12:07:43,4
4.2,0.9,16.3,841,788,0.94,22,1179,26,108,32,78.8,10.3,9.3,12:07:45,4
