speed,grade,vo2,vo2_abs,vco2,rer,rr,vt.btps,ve.btps,peto2,petco2,br,time,ex_time,clock_time
5.8,1,31.7,1787,1343,0.75,20,1926,37.6,95,39,72.4,4.716666666666667,3.65,12:39:42
5.8,1,31.4,1768,1310,0.74,25,1482,36.9,95,39,72.9,4.75,3.6833333333333336,12:39:44
5.7,1,35.2,1981,1523,0.77,19,2307,43.7,96,39,68,4.816666666666666,3.75,12:39:48
5.8,1,38.1,2144,1613,0.75,32,1470,47.2,97,38,65.4,4.833333333333333,3.7666666666666666,12:39:49
5.8,1,33.1,1863,1471,0.79,22,1905,41.1,97,38,69.8,4.883333333333333,3.8166666666666664,12:39:52
5.8,1,40,2252,1710,0.76,32,1511,48,96,38,64.8,4.916666666666667,3.85,12:39:54
5.7,1,32.8,1847,1459,0.79,19,2161,41.6,99,38,69.5,4.966666666666667,3.9,12:39:57
5.7,1,24.2,1364,949,0.7,19,1234,23.9,88,42,82.5,5.016666666666667,3.95,12:40:00
5.8,1,41.6,2342,1723,0.74,21,2195,46.7,94,39,65.7,5.066666666666666,4,12:40:03
5.8,1,41.4,2334,1711,0.73,26,1797,46.1,96,38,66.2,5.1,4.033333333333333,12:40:05
5.8,1,37.4,2108,1594,0.76,30,1522,45,98,37,67,5.15,4.083333333333333,12:40:08
5.7,1,40.1,2260,1701,0.75,31,1574,48.4,97,38,64.5,5.166666666666667,4.1,12:40:09
5.7,1,40.1,2260,1762,0.78,31,1649,50.7,98,37,62.8,5.2,4.133333333333334,12:40:11
5.8,1,28.3,1594,1317,0.83,14,2670,36.5,97,40,73.2,5.283333333333333,4.216666666666667,12:40:16
5.7,1,29.9,1686,1288,0.76,18,1801,32.3,92,42,76.3,5.333333333333333,4.266666666666667,12:40:19
5.8,1,34.4,1936,1434,0.74,23,1622,36.6,91,41,73.2,5.383333333333334,4.316666666666666,12:40:22
5.8,1,37.7,2121,1556,0.73,22,1918,42.2,95,39,69.1,5.433333333333334,4.366666666666666,12:40:25
5.7,1,22.6,1274,907,0.71,15,1539,22.5,86,44,83.5,5.5,4.433333333333334,12:40:29
5.7,1,46,2594,1866,0.72,30,1625,48.7,93,39,64.2,5.533333333333333,4.466666666666667,12:40:31
5.8,1,40.2,2265,1656,0.73,30,1553,46.1,95,39,66.2,5.566666666666666,4.5,12:40:33
5.8,1,40.1,2261,1689,0.75,29,1653,47.9,98,37,64.8,5.6,4.533333333333333,12:40:35
5.7,1,34.2,1925,1533,0.8,20,2201,43.6,100,37,68,5.65,4.583333333333333,12:40:38
5.8,1,30.2,1703,1346,0.79,32,1202,39,98,38,71.4,5.683333333333334,4.616666666666667,12:40:40
5.7,1,37.3,2100,1699,0.81,24,1986,47.1,100,37,65.5,5.716666666666667,4.65,12:40:42
5.7,1,37,2082,1656,0.8,34,1457,49.1,102,36,64,5.75,4.683333333333334,12:40:44
5.7,1,36.7,2067,1642,0.79,26,1813,46.7,101,37,65.8,5.783333333333333,4.716666666666667,12:40:46
5.8,1,32.7,1842,1516,0.82,30,1433,43.4,102,36,68.1,5.816666666666666,4.75,12:40:48
5.8,1,30.3,1708,1381,0.81,24,1601,39.1,99,38,71.4,5.866666666666667,4.8,12:40:51
5.7,1,31.6,1780,1407,0.79,31,1266,39.3,98,39,71.1,5.9,4.833333333333333,12:40:53
5.8,1,34.5,1946,1571,0.81,23,1866,43.4,100,37,68.2,5.933333333333334,4.866666666666667,12:40:55
5.8,1,33.4,1881,1492,0.79,22,1863,41.1,97,39,69.9,5.983333333333333,4.916666666666667,12:40:58
5.8,1,32.9,1852,1469,0.79,30,1389,42.1,98,38,69.1,6.016666666666667,4.95,12:41:00
5.8,1,35,1974,1600,0.81,25,1838,45.4,98,39,66.7,6.05,4.983333333333333,12:41:02
5.7,1,31.9,1800,1437,0.8,16,2333,37.4,95,41,72.5,6.116666666666666,5.05,12:41:06
5.7,1,29.4,1655,1273,0.77,29,1238,36.4,96,40,73.3,6.15,5.083333333333333,12:41:08
5.8,1,34.5,1942,1521,0.78,23,1782,41,97,39,69.9,6.2,5.133333333333334,12:41:11
5.8,1,32,1804,1404,0.78,20,1837,37.5,96,39,72.5,6.25,5.183333333333334,12:41:14
5.8,1,30.2,1703,1278,0.75,26,1377,36.4,96,39,73.3,6.283333333333333,5.216666666666667,12:41:16
5.7,1,34.5,1941,1494,0.77,24,1684,40.4,97,38,70.3,6.316666666666666,5.25,12:41:18
5.8,1,33.8,1905,1433,0.75,19,1868,35.6,92,41,73.9,6.383333333333334,5.316666666666666,12:41:22
5.7,1,38.4,2163,1601,0.74,21,2036,42,93,41,69.2,6.433333333333334,5.366666666666666,12:41:25
5.7,1,36.4,2053,1578,0.77,22,1973,42.9,96,39,68.5,6.466666666666667,5.4,12:41:27
5.8,1,30.9,1740,1407,0.81,15,2584,38.7,95,41,71.6,6.533333333333333,5.466666666666667,12:41:31
5.8,1,39,2196,1660,0.76,36,1266,45.7,94,40,66.4,6.566666666666666,5.5,12:41:33
5.8,1,42.4,2390,1817,0.76,31,1603,50.3,95,40,63.1,6.6,5.533333333333333,12:41:35
5.8,1,38.5,2167,1700,0.78,29,1680,48.5,98,38,64.4,6.633333333333333,5.566666666666666,12:41:37
5.7,1,37.8,2127,1664,0.78,33,1480,48.5,98,38,64.4,6.666666666666667,5.6,12:41:39
5.7,1,43.2,2436,1931,0.79,39,1458,56.8,101,36,58.3,6.683333333333334,5.616666666666667,12:41:40
5.8,1,13.8,776,640,0.83,23,813,19,98,39,86.1,6.733333333333333,5.666666666666667,12:41:43
5.8,1,39.1,2202,1681,0.76,23,1813,42.2,91,43,69.1,6.766666666666667,5.7,12:41:45
5.7,1,43.4,2444,1787,0.73,29,1591,46.8,91,41,65.7,6.816666666666666,5.75,12:41:48
5.7,1,37.7,2126,1634,0.77,22,2045,44.5,94,41,67.4,6.85,5.783333333333333,12:41:50
5.8,1,30.9,1743,1363,0.78,23,1571,36.7,95,40,73.1,6.9,5.833333333333333,12:41:53
5.8,1,33.1,1863,1464,0.79,17,2245,38.4,95,41,71.8,6.95,5.883333333333333,12:41:56
5.8,1,34.2,1924,1454,0.76,30,1325,39.6,95,40,71,6.983333333333333,5.916666666666667,12:41:58
5.7,1,40,2255,1717,0.76,27,1719,45.6,94,40,66.5,7.033333333333333,5.966666666666667,12:42:01
4.8,1,38.2,2154,1689,0.78,22,2089,46.6,97,39,65.8,7.066666666666666,6,12:42:03
2.5,1,36,2029,1659,0.82,34,1392,47.5,100,38,65.2,7.1,6.033333333333333,12:42:05
2.2,1,31.1,1752,1442,0.82,27,1551,42.1,101,37,69.1,7.133333333333334,6.066666666666666,12:42:07
2.3,1,22.9,1293,1018,0.79,17,1515,25.9,95,41,81,7.2,6.133333333333334,12:42:11
2.3,1,32.6,1836,1509,0.82,19,2152,40.4,99,39,70.4,7.25,6.183333333333334,12:42:14
2.2,1,22.9,1288,1062,0.82,14,1874,26.6,96,41,80.5,7.316666666666666,6.25,12:42:18
2.3,1,30.7,1727,1348,0.78,28,1293,36.1,94,41,73.5,7.35,6.283333333333333,12:42:20
2.2,1,27,1518,1250,0.82,15,2098,32.1,96,41,76.4,7.416666666666667,6.35,12:42:24
2.2,1,30.6,1726,1373,0.8,27,1340,36.4,96,41,73.3,7.466666666666667,6.4,12:42:27
2.3,1,29.2,1643,1322,0.8,24,1463,35.8,98,39,73.7,7.5,6.433333333333334,12:42:29
2.3,1,29.9,1685,1396,0.83,29,1333,39.2,99,38,71.2,7.533333333333333,6.466666666666667,12:42:31
2.3,1,23.2,1307,1102,0.84,21,1477,30.7,101,38,77.5,7.583333333333333,6.516666666666667,12:42:34
2.2,1,21,1185,1000,0.84,18,1511,26.7,98,40,80.4,7.633333333333333,6.566666666666666,12:42:37
2.3,1,21.6,1220,1077,0.88,12,2446,28.7,100,40,78.9,7.716666666666667,6.65,12:42:42
2.3,1,19.7,1111,953,0.86,25,1048,26,97,41,80.9,7.766666666666667,6.7,12:42:45
2.3,1,21.8,1227,1018,0.83,26,1084,28.1,100,39,79.4,7.8,6.733333333333333,12:42:47
2.3,1,26,1463,1225,0.84,28,1266,35.3,102,38,74.1,7.833333333333333,6.766666666666667,12:42:49
2.2,1,25.3,1428,1246,0.87,28,1324,37.1,105,36,72.8,7.866666666666667,6.8,12:42:51
2.3,1,25.6,1444,1309,0.91,29,1336,39.3,106,35,71.2,7.9,6.833333333333333,12:42:53
2.3,1,21.4,1205,1131,0.94,29,1222,35.3,107,35,74.1,7.95,6.883333333333333,12:42:56
2.3,1,17.9,1008,948,0.94,19,1448,27.5,106,37,79.8,8,6.933333333333334,12:42:59
2.3,1,18.2,1027,967,0.94,27,1072,29,106,37,78.8,8.033333333333333,6.966666666666667,12:43:01
2.3,1,17.9,1007,962,0.96,26,1129,28.9,107,36,78.8,8.066666666666666,7,12:43:03
2.3,1,19.8,1114,1080,0.97,28,1190,32.9,108,35,75.9,8.1,7.033333333333333,12:43:05
2.3,1,17.8,1004,979,0.98,25,1208,29.8,108,36,78.1,8.15,7.083333333333333,12:43:08
2.3,1,10.9,612,623,1.02,9,1897,17.8,109,37,86.9,8.25,7.183333333333334,12:43:14
2.3,1,19.8,1114,1078,0.97,14,2151,29.4,104,39,78.4,8.333333333333334,7.266666666666667,12:43:19
2.2,1,16.5,928,863,0.93,26,971,24.9,104,38,81.7,8.366666666666667,7.3,12:43:21
2.3,1,17.4,980,899,0.92,29,947,27.1,106,36,80.1,8.4,7.333333333333333,12:43:23
2.3,1,16.9,953,877,0.92,28,958,27.2,106,36,80,8.433333333333334,7.366666666666666,12:43:25
2.3,1,15.8,890,829,0.93,28,922,26,106,36,80.9,8.466666666666667,7.4,12:43:27
2.3,1,8.6,483,424,0.88,17,697,11.5,101,39,91.5,8.533333333333333,7.466666666666667,12:43:31
2.3,1,14,791,676,0.85,22,864,18.8,102,38,86.2,8.583333333333334,7.516666666666667,12:43:34
2.2,1,18.9,1065,937,0.88,25,1082,27.2,103,37,80.1,8.616666666666667,7.55,12:43:36
2.3,1,15,847,765,0.9,18,1304,22.9,106,35,83.2,8.683333333333334,7.616666666666667,12:43:40
2.3,1,15.3,864,804,0.93,26,966,25.5,107,35,81.3,8.716666666666667,7.65,12:43:42
2.2,1,11.8,665,612,0.92,11,1530,16.7,103,38,87.8,8.8,7.733333333333333,12:43:47
2.3,1,16,904,807,0.89,24,986,23.8,103,38,82.6,8.85,7.783333333333333,12:43:50
2.3,1,12.8,723,669,0.93,11,1681,19,106,36,86,8.933333333333334,7.866666666666667,12:43:55
2.3,1,14.7,829,745,0.9,28,798,22.6,105,36,83.4,8.966666666666667,7.9,12:43:57
2.3,1,12.3,692,626,0.9,26,741,19.4,106,36,85.8,9.016666666666667,7.95,12:44:00
2.3,1,14.1,795,713,0.9,28,797,22.3,104,36,83.6,9.05,7.983333333333333,12:44:02
2.3,1,15.9,894,803,0.9,25,967,24.5,106,35,82,9.083333333333334,8.016666666666667,12:44:04
2.2,1,16.2,914,824,0.9,27,934,25.3,106,35,81.4,9.116666666666667,8.05,12:44:06
2.3,1,13.3,750,684,0.91,28,758,21.5,107,35,84.2,9.15,8.083333333333334,12:44:08
2.3,1,13.6,768,703,0.92,22,998,21.9,107,35,84,9.2,8.133333333333333,12:44:11
2.3,1,11.2,633,580,0.92,20,912,18.7,106,36,86.3,9.25,8.183333333333334,12:44:14
2.2,1,9.4,532,478,0.9,23,645,14.7,105,36,89.2,9.3,8.233333333333333,12:44:17
2.2,1,14.4,811,737,0.91,28,849,23.8,107,35,82.5,9.333333333333334,8.266666666666667,12:44:19
2.3,1,12.9,727,657,0.9,24,841,20.6,107,34,84.9,9.366666666666667,8.3,12:44:21
2.2,1,10.8,607,553,0.91,10,1496,15.5,106,36,88.6,9.466666666666667,8.4,12:44:27
2.3,1,13.8,779,688,0.88,27,804,21.3,105,35,84.3,9.5,8.433333333333334,12:44:29
2.3,1,13.9,786,699,0.89,30,732,22.2,106,35,83.7,9.533333333333333,8.466666666666667,12:44:31
2.3,1,14.3,803,712,0.89,30,780,23.5,107,34,82.8,9.566666666666666,8.5,12:44:33
2.3,1,13,733,652,0.89,27,795,21.6,107,34,84.2,9.6,8.533333333333333,12:44:35
2.2,1,15,844,747,0.88,29,834,23.8,107,34,82.5,9.65,8.583333333333334,12:44:38
2.3,1,12.8,723,651,0.9,26,803,20.5,107,34,85,9.683333333333334,8.616666666666667,12:44:40
2.3,1,16.5,928,871,0.94,15,1885,28.3,110,33,79.3,9.75,8.683333333333334,12:44:44
2.3,1,10,565,539,0.95,36,542,19.2,110,33,85.9,9.783333333333333,8.716666666666667,12:44:46
2.3,1,15.9,893,828,0.93,32,834,27,109,33,80.2,9.8,8.733333333333333,12:44:47
2.3,1,8.7,490,436,0.89,24,569,13.4,106,35,90.2,9.85,8.783333333333333,12:44:50
2.3,1,10.8,608,525,0.86,12,1235,14.8,103,37,89.1,9.933333333333334,8.866666666666667,12:44:55
2.3,1,13.4,755,639,0.85,25,778,19.4,102,37,85.8,9.966666666666667,8.9,12:44:57
2.3,1,12.7,716,607,0.85,18,1037,18.5,105,35,86.5,10.033333333333333,8.966666666666667,12:45:01
2.9,1,15.2,854,716,0.84,28,808,22.2,101,36,83.7,10.066666666666666,9,12:45:03
4.5,1,18.3,1031,872,0.85,28,985,27.7,103,35,79.7,10.1,9.033333333333333,12:45:05
4.8,1,20.3,1142,971,0.85,33,936,31.2,105,34,77.1,10.133333333333333,9.066666666666666,12:45:07
5,1,9.9,559,475,0.85,10,1263,12.7,98,40,90.7,10.233333333333333,9.166666666666666,12:45:13
4.8,1,19.1,1076,857,0.8,30,802,24.4,100,37,82.1,10.266666666666667,9.2,12:45:15
4.8,1,24.5,1378,1086,0.79,32,1008,32.4,102,35,76.3,10.3,9.233333333333333,12:45:17
4.8,1,21.7,1222,989,0.81,28,1086,30.2,104,35,77.9,10.333333333333334,9.266666666666667,12:45:19
4.8,1,22.1,1248,1044,0.84,28,1164,32.6,104,34,76.1,10.366666666666667,9.3,12:45:21
4.8,1,22.3,1256,1063,0.85,27,1203,32.8,105,34,75.9,10.4,9.333333333333334,12:45:23
4.8,1,17.8,1004,868,0.86,16,1617,25.9,104,36,81,10.466666666666667,9.4,12:45:27
4.8,1,20.3,1145,968,0.85,32,903,29.3,104,35,78.5,10.5,9.433333333333334,12:45:29
4.8,1,26.9,1516,1230,0.81,36,1047,37.8,102,35,72.2,10.533333333333333,9.466666666666667,12:45:31
4.8,1,16.5,930,708,0.76,20,998,20,99,37,85.3,10.583333333333334,9.516666666666667,12:45:34
4.8,1,24.2,1362,1038,0.76,29,1057,30.6,100,36,77.5,10.616666666666667,9.55,12:45:36
4.8,1,22.2,1250,933,0.75,23,1208,28.3,101,35,79.2,10.65,9.583333333333334,12:45:38
4.8,1,24.6,1384,1026,0.74,31,1045,32.7,101,35,76,10.683333333333334,9.616666666666667,12:45:40
4.8,1,22.3,1258,955,0.76,22,1308,28.2,97,37,79.3,10.733333333333333,9.666666666666666,12:45:43
4.8,1,25.3,1424,1036,0.73,28,1083,30.2,94,38,77.8,10.766666666666667,9.7,12:45:45
4.8,1,22.1,1245,892,0.72,23,1142,26.5,94,38,80.6,10.816666666666666,9.75,12:45:48
4.8,1,25.1,1411,1007,0.71,19,1520,28.2,95,37,79.3,10.866666666666667,9.8,12:45:51
4.8,1,26.5,1493,1028,0.69,29,1001,29.3,94,38,78.5,10.9,9.833333333333334,12:45:53
4.8,1,31.7,1785,1246,0.7,29,1217,35.1,93,38,74.2,10.933333333333334,9.866666666666667,12:45:55
4.8,1,32.6,1835,1273,0.69,25,1455,36.1,94,37,73.5,10.966666666666667,9.9,12:45:57
4.8,1,25.1,1416,996,0.7,30,999,30,95,37,78,11,9.933333333333334,12:45:59
5,1,37.8,2132,1472,0.69,34,1274,43.4,96,36,68.1,11.033333333333333,9.966666666666667,12:46:01
4.8,1,31.8,1793,1286,0.72,24,1584,38,96,36,72.1,11.083333333333334,10.016666666666667,12:46:04
4.8,1,29.8,1680,1227,0.73,30,1237,37.5,99,35,72.5,11.116666666666667,10.05,12:46:06
4.8,1,32.4,1825,1333,0.73,33,1203,39.9,98,36,70.7,11.133333333333333,10.066666666666666,12:46:07
4.8,1,22.6,1273,951,0.75,16,1677,26.5,94,39,80.5,11.2,10.133333333333333,12:46:11
4.8,1,28.4,1600,1141,0.71,31,1043,32.1,93,38,76.4,11.233333333333333,10.166666666666666,12:46:13
4.8,1,36.2,2039,1436,0.7,35,1171,41.1,94,38,69.9,11.266666666666667,10.2,12:46:15
4.8,1,31.2,1760,1287,0.73,32,1208,39,100,35,71.4,11.3,10.233333333333333,12:46:17
4.8,1,29.1,1642,1198,0.73,27,1300,35,97,36,74.3,11.333333333333334,10.266666666666667,12:46:19
4.8,1,30.6,1723,1232,0.72,27,1300,35.6,95,37,73.9,11.366666666666667,10.3,12:46:21
4.8,1,25.5,1439,1105,0.77,13,2323,30.6,95,39,77.6,11.45,10.383333333333333,12:46:26
4.8,1,30,1688,1163,0.69,36,936,33.8,92,39,75.2,11.466666666666667,10.4,12:46:27
4.8,1,31.5,1772,1252,0.71,33,1110,36.8,97,36,73,11.5,10.433333333333334,12:46:29
4.8,1,31.2,1756,1249,0.71,26,1406,35.9,95,37,73.7,11.55,10.483333333333333,12:46:32
4.8,1,27.6,1555,1112,0.72,30,1072,32.5,96,37,76.2,11.583333333333334,10.516666666666667,12:46:34
4.8,1,30.2,1704,1202,0.71,29,1172,34,93,39,75.1,11.616666666666667,10.55,12:46:36
4.8,1,38,2139,1492,0.7,35,1240,43.8,95,37,67.9,11.633333333333333,10.566666666666666,12:46:37
4.8,1,28.3,1595,1167,0.73,26,1366,36.1,100,35,73.5,11.683333333333334,10.616666666666667,12:46:40
4.8,1,29.2,1643,1216,0.74,17,1939,33.8,96,38,75.2,11.733333333333333,10.666666666666666,12:46:43
4.8,1,27.7,1558,1092,0.7,28,1093,30.5,93,39,77.6,11.766666666666667,10.7,12:46:45
4.8,1,32.3,1822,1317,0.72,19,1900,36.2,93,39,73.4,11.816666666666666,10.75,12:46:48
4.8,1,35.8,2017,1464,0.73,34,1246,42,98,36,69.2,11.85,10.783333333333333,12:46:50
4.8,1,26,1462,1103,0.75,13,2204,29.7,94,40,78.2,11.933333333333334,10.866666666666667,12:46:55
4.8,1,26.5,1494,1061,0.71,14,1996,27.2,88,42,80.1,12,10.933333333333334,12:46:59
4.8,1,40.2,2264,1529,0.68,33,1257,41.2,89,40,69.8,12.033333333333333,10.966666666666667,12:47:01
4.8,1,41.2,2320,1608,0.69,29,1520,44.5,91,39,67.4,12.066666666666666,11,12:47:03
4.8,1,38.4,2166,1515,0.7,25,1680,42.7,94,38,68.7,12.1,11.033333333333333,12:47:05
4.8,1,32.5,1832,1336,0.73,32,1242,39.4,99,35,71.1,12.133333333333333,11.066666666666666,12:47:07
4.8,1,31.4,1770,1331,0.75,26,1481,38.3,98,37,71.9,12.166666666666666,11.1,12:47:09
4.8,1,30.5,1721,1280,0.74,31,1198,37.6,97,38,72.4,12.2,11.133333333333333,12:47:11
4.8,1,32.8,1851,1385,0.75,28,1398,39.2,94,39,71.2,12.233333333333333,11.166666666666666,12:47:13
4.8,1,33.3,1873,1395,0.74,22,1753,39,96,38,71.4,12.283333333333333,11.216666666666667,12:47:16
4.8,1,31.3,1761,1354,0.77,18,2050,36.8,96,39,73,12.35,11.283333333333333,12:47:20
4.8,1,29.8,1680,1282,0.76,32,1165,37.2,99,37,72.7,12.366666666666667,11.3,12:47:21
4.8,1,32.6,1835,1392,0.76,22,1695,37.7,95,39,72.4,12.416666666666666,11.35,12:47:24
4.8,1,29.1,1641,1228,0.75,26,1311,34,94,39,75,12.45,11.383333333333333,12:47:26
4.8,1,30.1,1697,1290,0.76,22,1611,35.5,97,38,73.9,12.5,11.433333333333334,12:47:29
4.8,1,34.1,1918,1439,0.75,35,1212,42,97,38,69.2,12.533333333333333,11.466666666666667,12:47:31
