speed,grade,vo2,vo2_abs,vco2,rer,rr,vt.btps,ve.btps,peto2,petco2,br,time,ex_time
6,0.9,22.9,1372,1122,0.82,33,1012,33.2,102,37,73.2,4.4,3.3833333333333333
6.1,0.9,24.2,1444,1208,0.84,34,1055,35.8,102,37,71.1,4.433333333333334,3.4166666666666665
6,0.9,24.9,1488,1300,0.87,23,1692,39.5,105,36,68.1,4.466666666666667,3.45
5.8,0.9,22.5,1346,1152,0.86,33,1094,36.1,106,35,70.9,4.5,3.4833333333333334
6,0.9,23.4,1401,1166,0.83,34,984,33,101,38,73.4,4.533333333333333,3.5166666666666666
5.8,0.9,21.7,1297,1110,0.86,34,1032,34.6,106,35,72.1,4.566666666666666,3.55
6.1,0.9,22.8,1366,1180,0.86,34,1017,35.1,105,36,71.7,4.6,3.5833333333333335
6,0.9,24.8,1480,1284,0.87,32,1208,38.1,104,36,69.2,4.633333333333333,3.6166666666666667
6,0.9,15.8,946,750,0.79,22,864,18.9,96,41,84.7,4.666666666666667,3.65
6,0.9,27.4,1640,1424,0.87,24,1758,41.4,103,37,66.6,4.716666666666667,3.7
5.8,0.9,21.7,1300,1123,0.86,30,1164,34.7,106,36,72,4.75,3.7333333333333334
6,0.9,24.3,1451,1254,0.86,36,1042,37.2,105,36,70,4.766666666666667,3.75
6,0.9,21.2,1267,1095,0.86,31,1054,32.8,104,36,73.6,4.8,3.783333333333333
5.8,0.9,23.8,1421,1237,0.87,32,1124,36.4,104,37,70.6,4.833333333333333,3.8166666666666664
6,0.9,21.7,1295,1169,0.9,33,1042,34.7,106,36,72,4.866666666666667,3.85
5.8,0.9,22.9,1369,1188,0.87,32,1106,35.7,106,35,71.2,4.9,3.8833333333333333
6.1,0.9,23.8,1421,1235,0.87,31,1141,35.1,104,37,71.7,4.933333333333334,3.9166666666666665
5.8,0.9,22,1315,1172,0.89,32,1071,34.2,106,36,72.4,4.966666666666667,3.95
6.1,0.9,23.8,1424,1216,0.85,30,1129,33.5,102,38,72.9,5,3.9833333333333334
6,0.9,23.2,1388,1213,0.87,34,1063,36,103,37,70.9,5.033333333333333,4.016666666666667
6,0.9,19.4,1158,1030,0.89,36,901,32.6,108,35,73.7,5.05,4.033333333333333
5.8,0.9,20.4,1217,1094,0.9,32,1024,32.5,105,36,73.8,5.083333333333333,4.066666666666666
6,0.9,20,1194,1051,0.88,34,918,31.3,106,35,74.7,5.116666666666666,4.1
6,0.9,25,1497,1282,0.86,32,1148,36.2,102,38,70.8,5.15,4.133333333333334
6.1,0.9,21.9,1311,1093,0.83,28,1091,30.6,100,39,75.3,5.183333333333334,4.166666666666667
5.8,0.9,21.4,1278,1103,0.86,34,979,32.8,104,36,73.5,5.216666666666667,4.2
5.8,0.9,22.5,1346,1170,0.87,30,1138,33.6,104,37,72.9,5.25,4.233333333333333
6,0.9,24.9,1491,1264,0.85,29,1216,35.4,102,38,71.4,5.283333333333333,4.266666666666667
6,0.9,21.9,1309,1118,0.85,27,1169,31.9,103,37,74.3,5.316666666666666,4.3
6.1,0.9,14.3,856,759,0.89,12,1970,23,93,41,81.4,5.4,4.383333333333334
6,0.9,31,1852,1328,0.72,31,1134,34.7,91,41,72,5.433333333333334,4.416666666666667
5.8,0.9,26.2,1564,1243,0.8,22,1653,35.9,99,38,71,5.483333333333333,4.466666666666667
6.1,0.9,21,1257,1024,0.81,31,1032,31.6,104,35,74.5,5.516666666666667,4.5
6,0.9,24.5,1467,1207,0.82,33,1063,34.9,100,38,71.9,5.55,4.533333333333333
6.1,0.9,22.3,1331,1082,0.81,33,967,31.7,101,38,74.4,5.566666666666666,4.55
5.8,0.9,24.9,1490,1255,0.84,28,1284,35.7,102,38,71.2,5.616666666666667,4.6
6.1,0.9,21.8,1302,1129,0.87,29,1161,33.5,104,36,73,5.65,4.633333333333333
5.8,0.9,26,1555,1316,0.85,32,1175,37.9,101,38,69.4,5.683333333333334,4.666666666666667
6,0.9,22.9,1368,1161,0.85,34,1016,34.4,102,37,72.2,5.7,4.683333333333334
6,0.9,25,1496,1286,0.86,33,1120,36.9,102,38,70.2,5.733333333333333,4.716666666666667
6.1,0.9,23.5,1407,1224,0.87,31,1126,34.7,103,38,72,5.766666666666667,4.75
5.8,0.9,20.5,1227,1063,0.87,30,1046,31.5,104,37,74.6,5.8,4.783333333333333
6,0.9,13.8,826,617,0.75,20,713,14.5,87,45,88.3,5.85,4.833333333333333
6,0.9,28.1,1679,1306,0.78,31,1134,35.6,97,39,71.3,5.883333333333333,4.866666666666667
6,0.9,26.4,1576,1269,0.8,28,1273,35.5,100,39,71.3,5.916666666666667,4.9
5.8,0.9,20.8,1243,1068,0.86,30,1039,31.2,104,36,74.9,5.95,4.933333333333334
6.1,0.9,23.9,1427,1190,0.83,34,1000,34.3,103,37,72.3,5.983333333333333,4.966666666666667
5.8,0.9,26.9,1607,1332,0.83,32,1160,37.2,100,39,70,6.016666666666667,5
6,0.9,24.7,1478,1268,0.86,32,1147,36.4,102,38,70.6,6.05,5.033333333333333
5.8,0.9,23.6,1411,1250,0.89,23,1574,35.8,104,37,71.1,6.083333333333333,5.066666666666666
6,0.9,20.9,1249,1081,0.87,30,1036,31.2,102,38,74.8,6.116666666666666,5.1
5.8,0.9,22.5,1343,1135,0.85,34,980,33.2,104,36,73.2,6.15,5.133333333333334
6.1,0.9,24,1432,1222,0.85,33,1039,34.4,101,38,72.2,6.183333333333334,5.166666666666667
6,0.9,21.1,1259,1070,0.85,30,1022,30.5,102,38,75.4,6.216666666666667,5.2
5.8,0.9,17.3,1037,787,0.76,17,1032,18,89,45,85.5,6.266666666666667,5.25
6.1,0.9,28.7,1717,1318,0.77,33,1066,35.5,96,40,71.3,6.3,5.283333333333333
6.1,0.9,24.8,1482,1244,0.84,36,988,35.7,102,37,71.2,6.333333333333333,5.316666666666666
6,0.9,26.2,1568,1326,0.85,32,1205,39.1,103,37,68.5,6.366666666666666,5.35
6.1,0.9,21.4,1280,1126,0.88,30,1095,33.4,105,36,73.1,6.4,5.383333333333334
6,0.9,20.9,1252,1062,0.85,30,1040,31.5,104,37,74.6,6.433333333333334,5.416666666666667
5.8,0.9,18,1079,849,0.79,19,1071,19.9,92,43,83.9,6.483333333333333,5.466666666666667
5.8,0.9,25.6,1530,1221,0.8,29,1149,33.1,98,39,73.3,6.516666666666667,5.5
6,0.9,25.7,1535,1288,0.84,21,1774,37.2,101,38,70,6.566666666666666,5.55
6,0.9,20.7,1239,1022,0.82,34,895,30,102,37,75.8,6.6,5.583333333333333
6,0.9,22.6,1353,1148,0.85,31,1039,32,101,38,74.2,6.616666666666667,5.6
5.8,0.9,22.9,1366,1130,0.83,33,999,32.9,100,38,73.4,6.65,5.633333333333333
6,0.9,24.6,1469,1201,0.82,33,1024,33.9,101,38,72.6,6.683333333333334,5.666666666666667
5.8,0.9,24.5,1463,1185,0.81,36,950,34.6,102,37,72.1,6.716666666666667,5.7
6,0.9,24.4,1460,1230,0.84,33,1093,36,103,37,70.9,6.75,5.733333333333333
5.8,0.9,21.1,1260,1055,0.84,26,1160,30.4,100,39,75.5,6.783333333333333,5.766666666666667
6.1,0.9,22.7,1358,1125,0.83,29,1067,30.9,100,39,75.1,6.816666666666666,5.8
5.8,0.9,23.5,1405,1206,0.86,20,1833,35.9,103,37,71,6.866666666666667,5.85
5.8,0.9,20.9,1249,1057,0.85,34,936,31.5,104,37,74.6,6.9,5.883333333333333
5.8,0.9,23.6,1409,1182,0.84,34,989,33.2,100,38,73.2,6.933333333333334,5.916666666666667
5.8,0.9,24.8,1486,1208,0.81,36,959,34.4,100,38,72.2,6.95,5.933333333333334
5.2,0.9,21.5,1283,1042,0.81,33,920,30.2,100,38,75.7,6.983333333333333,5.966666666666667
3.9,0.9,19.4,1157,905,0.78,37,680,24.9,99,39,79.9,7.016666666666667,6
2.2,0.9,12.1,723,548,0.76,28,499,13.9,89,44,88.8,7.05,6.033333333333333
2.3,0.9,21.8,1306,947,0.73,19,1117,21.3,88,44,82.8,7.1,6.083333333333333
2.4,0.9,22.7,1354,1046,0.77,28,1010,28.7,95,40,76.8,7.133333333333334,6.116666666666666
2.4,0.9,23.6,1409,1103,0.78,28,1083,30.1,97,40,75.7,7.166666666666667,6.15
2.4,0.9,20.6,1232,989,0.8,26,1036,26.7,96,40,78.5,7.216666666666667,6.2
2.4,0.9,19.2,1149,970,0.84,16,1677,26.9,97,41,78.3,7.266666666666667,6.25
2.4,0.9,19.8,1186,968,0.82,28,931,26,97,41,79,7.3,6.283333333333333
2.4,0.9,20.9,1249,1020,0.82,30,926,27.9,98,40,77.5,7.333333333333333,6.316666666666666
2.3,0.9,20.4,1217,1023,0.84,28,1029,28.4,99,39,77,7.383333333333334,6.366666666666666
2.3,0.9,20.5,1226,1050,0.86,28,1039,29.1,102,38,76.5,7.416666666666667,6.4
2.4,0.9,17.8,1064,942,0.89,28,969,27.4,104,37,77.9,7.45,6.433333333333334
2.4,0.9,10.6,632,520,0.82,18,681,12.5,96,42,89.9,7.5,6.483333333333333
2.4,0.9,19.5,1164,1008,0.87,25,1124,27.6,100,40,77.7,7.55,6.533333333333333
2.4,0.9,16.4,979,933,0.95,16,1727,27.9,107,36,77.5,7.6,6.583333333333333
2.4,0.9,13,778,736,0.95,28,765,21.1,104,38,82.9,7.65,6.633333333333333
2.3,0.9,15.8,946,897,0.95,32,825,26.8,107,37,78.4,7.666666666666667,6.65
2.3,0.9,14.5,866,852,0.98,32,811,26.2,108,36,78.9,7.7,6.683333333333334
2.3,0.9,12.8,768,775,1.01,29,819,23.7,109,36,80.8,7.733333333333333,6.716666666666667
2.4,0.9,7.7,461,435,0.94,14,750,10.4,102,40,91.6,7.816666666666666,6.8
2.4,0.9,15.4,920,883,0.96,27,939,25.7,107,37,79.2,7.85,6.833333333333333
2.4,0.9,11.7,699,692,0.99,25,857,21.5,109,35,82.6,7.883333333333333,6.866666666666667
2.4,0.9,11.6,691,686,0.99,26,812,21,109,36,83.1,7.933333333333334,6.916666666666667
2.3,0.9,11.7,701,758,1.08,14,1673,24.2,112,35,80.5,8,6.983333333333333
2.3,0.9,10.3,617,641,1.04,24,824,19.7,111,35,84.1,8.033333333333333,7.016666666666667
2.4,0.9,11.4,679,690,1.02,31,681,21.4,109,36,82.7,8.066666666666666,7.05
2.4,0.9,9.6,576,592,1.03,29,655,18.9,111,35,84.8,8.1,7.083333333333333
2.4,0.9,12.3,733,802,1.09,15,1716,26.3,115,33,78.8,8.166666666666666,7.15
2.4,0.9,9,537,573,1.07,27,666,18.2,112,35,85.3,8.2,7.183333333333334
2.3,0.9,9.6,576,608,1.06,29,670,19.4,112,34,84.3,8.233333333333333,7.216666666666667
2.3,0.9,10,596,621,1.04,33,623,20.6,112,34,83.3,8.266666666666667,7.25
2.3,0.9,11.6,696,726,1.04,33,691,23,111,34,81.4,8.3,7.283333333333333
2.3,0.9,8.9,534,566,1.06,31,619,19,113,33,84.6,8.333333333333334,7.316666666666666
2.4,0.9,6.9,412,408,0.99,18,616,11.1,107,37,91,8.383333333333333,7.366666666666666
2.3,0.9,10.4,623,619,0.99,26,720,18.9,109,35,84.8,8.433333333333334,7.416666666666667
2.4,0.9,9.3,558,543,0.97,24,704,17,109,35,86.3,8.466666666666667,7.45
2.4,0.9,8.7,517,480,0.93,26,596,15.3,107,36,87.7,8.5,7.483333333333333
2.4,0.9,9.8,587,570,0.97,30,625,18.6,109,34,85,8.533333333333333,7.516666666666667
2.4,0.9,9.7,578,559,0.97,27,667,17.9,110,34,85.5,8.583333333333334,7.566666666666666
2.3,0.9,4.1,248,224,0.91,16,378,6,102,39,95.1,8.633333333333333,7.616666666666667
2.3,0.9,10.3,617,556,0.9,29,575,16.8,106,36,86.4,8.666666666666666,7.65
2.3,0.9,10.7,637,590,0.93,26,716,18.7,108,34,84.9,8.716666666666667,7.7
2.4,0.9,9,538,512,0.95,26,636,16.7,110,34,86.5,8.75,7.733333333333333
2.4,0.9,9.3,554,536,0.97,25,698,17.6,110,34,85.8,8.783333333333333,7.766666666666667
2.4,0.9,9.7,581,562,0.97,27,682,18.1,109,34,85.4,8.833333333333334,7.816666666666666
2.5,0.9,8.6,514,504,0.98,28,607,16.8,111,33,86.5,8.866666666666667,7.85
2.4,0.9,9.4,565,607,1.07,12,1775,21,114,33,83.1,8.95,7.933333333333334
2.4,0.9,6.2,371,383,1.03,33,402,13.4,113,33,89.2,8.983333333333333,7.966666666666667
2.4,0.9,8.3,494,482,0.98,27,552,14.9,108,35,88,9.016666666666667,8
2.4,0.9,8.5,506,472,0.93,27,547,14.7,108,35,88.1,9.05,8.033333333333333
2.3,0.9,8.4,504,467,0.93,27,560,15,108,35,87.9,9.083333333333334,8.066666666666666
2.3,0.9,9.7,582,542,0.93,30,577,17.4,108,35,86,9.116666666666667,8.1
2.3,0.9,9.5,569,529,0.93,26,650,16.7,107,35,86.5,9.166666666666666,8.15
2.4,0.9,9.7,582,530,0.91,28,606,16.8,106,35,86.5,9.2,8.183333333333334
2.4,0.9,7.6,453,420,0.93,30,464,14.1,109,34,88.6,9.233333333333333,8.216666666666667
2.4,0.9,9,540,495,0.92,28,544,15.3,106,36,87.7,9.266666666666667,8.25
2.4,0.9,8.2,493,452,0.92,25,586,14.6,108,35,88.2,9.3,8.283333333333333
2.4,0.9,5.1,305,260,0.85,14,470,6.8,101,39,94.5,9.383333333333333,8.366666666666667
2.4,0.9,10.7,639,563,0.88,27,617,16.8,104,36,86.4,9.416666666666666,8.4
2.4,0.9,10,598,537,0.9,26,654,16.9,107,35,86.4,9.45,8.433333333333334
2.3,0.9,11.2,670,618,0.92,25,768,19.5,109,34,84.2,9.483333333333333,8.466666666666667
2.3,0.9,10.5,628,606,0.96,27,752,20.2,111,33,83.7,9.533333333333333,8.516666666666667
2.4,0.9,9.2,549,548,1,28,685,18.9,112,33,84.8,9.566666666666666,8.55
2.4,0.9,10.3,615,611,0.99,30,671,20,111,34,83.8,9.6,8.583333333333334
2.4,0.9,7.9,469,470,1,30,537,16.2,112,33,86.9,9.633333333333333,8.616666666666667
2.4,0.9,8.5,506,502,0.99,34,498,17.2,112,33,86.1,9.666666666666666,8.65
2.5,0.9,6.2,373,343,0.92,14,732,10.5,103,39,91.6,9.733333333333333,8.716666666666667
2.3,0.9,10.8,644,580,0.9,28,640,18,106,35,85.5,9.766666666666667,8.75
2.4,0.9,12.1,725,653,0.9,30,661,20.1,106,35,83.8,9.8,8.783333333333333
2.3,0.9,10.8,644,575,0.89,27,690,18.4,107,35,85.2,9.833333333333334,8.816666666666666
2.4,0.9,11,657,620,0.94,31,656,20.1,109,34,83.8,9.866666666666667,8.85
2.4,0.9,8.7,518,493,0.95,29,571,16.6,109,34,86.6,9.9,8.883333333333333
2.4,0.9,9.5,567,555,0.98,30,601,17.9,110,34,85.5,9.933333333333334,8.916666666666666
2.9,0.9,6.9,415,378,0.91,18,592,10.6,106,36,91.4,10,8.983333333333333
4.6,0.9,12,718,689,0.96,30,726,22.1,110,34,82.1,10.016666666666667,9
5,0.9,8.7,521,525,1.01,33,549,18.1,114,32,85.4,10.05,9.033333333333333
5,0.9,11.4,679,677,1,30,767,23,113,32,81.4,10.083333333333334,9.066666666666666
5,0.9,12.9,769,786,1.02,32,793,25.2,112,34,79.7,10.116666666666667,9.1
5,0.9,7.2,429,422,0.98,25,496,12.5,110,35,89.9,10.166666666666666,9.15
5,0.9,13.1,784,764,0.97,33,715,23.6,109,35,81,10.183333333333334,9.166666666666666
5.1,0.9,11.5,690,668,0.97,31,720,22.5,111,34,81.8,10.216666666666667,9.2
5,0.9,14,837,814,0.97,31,841,26,110,34,79,10.25,9.233333333333333
5.1,0.9,11.3,673,667,0.99,28,774,21.3,110,35,82.8,10.283333333333333,9.266666666666667
5,0.9,12.7,761,744,0.98,31,774,24.3,110,34,80.4,10.316666666666666,9.3
5.2,0.9,11.9,712,669,0.94,32,703,22.7,111,33,81.7,10.35,9.333333333333334
5,0.9,14.5,864,799,0.92,33,791,26.1,110,33,79,10.383333333333333,9.366666666666667
5.1,0.9,12.8,763,692,0.91,31,754,23.7,110,33,80.9,10.416666666666666,9.4
5.1,0.9,14.6,876,772,0.88,32,787,24.9,107,34,79.9,10.45,9.433333333333334
5,0.9,15.1,904,766,0.85,38,675,25.5,107,34,79.5,10.466666666666667,9.45
5.1,0.9,14.5,868,711,0.82,30,774,23,105,35,81.4,10.5,9.483333333333333
5.1,0.9,19.4,1157,987,0.85,21,1587,32.8,108,33,73.5,10.55,9.533333333333333
5,0.9,18.2,1087,889,0.82,39,706,27.7,104,35,77.7,10.583333333333334,9.566666666666666
5.1,0.9,9.7,578,396,0.69,18,599,10.8,90,41,91.3,10.633333333333333,9.616666666666667
5,0.9,23.5,1406,1011,0.72,35,845,29.8,96,37,75.9,10.666666666666666,9.65
5.2,0.9,23.9,1427,1047,0.73,36,921,32.7,101,35,73.6,10.7,9.683333333333334
5,0.9,22.1,1318,1074,0.81,21,1632,34.7,104,34,72,10.733333333333333,9.716666666666667
5.1,0.9,17.1,1023,804,0.79,31,863,26.6,106,33,78.6,10.766666666666667,9.75
5.1,0.9,20,1195,1004,0.84,18,1725,30.6,103,36,75.3,10.833333333333334,9.816666666666666
5.1,0.9,21.4,1279,1035,0.81,35,922,32.2,103,35,74,10.85,9.833333333333334
5.2,0.9,20.9,1252,985,0.79,33,905,30,102,36,75.8,10.883333333333333,9.866666666666667
5.2,0.9,19.3,1152,963,0.84,16,1761,28.6,104,36,77,10.95,9.933333333333334
5.1,0.9,18.2,1087,862,0.79,33,831,27.7,104,35,77.6,10.983333333333333,9.966666666666667
5,0.9,17.9,1068,833,0.78,37,687,25.6,101,36,79.4,11,9.983333333333333
5.1,0.9,18.6,1114,836,0.75,30,887,26.2,102,35,78.8,11.033333333333333,10.016666666666667
5,0.9,23.2,1387,1034,0.75,32,940,30.3,98,37,75.5,11.066666666666666,10.05
5.2,0.9,18.4,1098,850,0.77,29,897,26.4,101,36,78.7,11.1,10.083333333333334
5,0.9,19.2,1148,856,0.75,32,838,26.8,101,35,78.4,11.133333333333333,10.116666666666667
5,0.9,22.5,1344,1001,0.74,33,938,30.6,101,35,75.3,11.166666666666666,10.15
5.1,0.9,16.6,990,707,0.71,23,777,18.1,92,40,85.4,11.216666666666667,10.2
5.1,0.9,21.8,1304,990,0.76,20,1458,28.6,98,38,76.9,11.266666666666667,10.25
5.1,0.9,24.7,1478,1114,0.75,34,987,33.5,100,36,73,11.283333333333333,10.266666666666667
5,0.9,17.3,1033,810,0.78,36,744,26.6,104,34,78.6,11.316666666666666,10.3
5.1,0.9,17.9,1072,833,0.78,32,837,26.7,102,35,78.4,11.35,10.333333333333334
5,0.9,19.7,1179,894,0.76,33,843,28.1,102,35,77.3,11.383333333333333,10.366666666666667
5.1,0.9,23.5,1407,1035,0.74,30,1020,31.1,98,38,74.9,11.416666666666666,10.4
5.1,0.9,19.2,1145,884,0.77,30,912,27,101,35,78.3,11.45,10.433333333333334
5.1,0.9,19.4,1162,939,0.81,16,1741,27.1,100,37,78.2,11.516666666666667,10.5
5.1,0.9,15.2,910,597,0.66,18,851,15.4,85,43,87.6,11.566666666666666,10.55
5.1,0.9,23.6,1411,984,0.7,37,789,29.4,96,37,76.3,11.6,10.583333333333334
5,0.9,25.3,1510,1073,0.71,34,922,31.4,98,36,74.7,11.616666666666667,10.6
5.1,0.9,19.8,1182,886,0.75,30,936,27.9,101,35,77.5,11.65,10.633333333333333
5,0.9,20.8,1242,942,0.76,33,894,29.2,101,35,76.5,11.683333333333334,10.666666666666666
5.2,0.9,21.8,1303,971,0.75,31,932,28.5,98,37,77,11.716666666666667,10.7
5,0.9,22.5,1347,1067,0.79,23,1404,31.7,100,37,74.4,11.766666666666667,10.75
5.2,0.9,21,1253,988,0.79,33,902,29.9,102,36,75.9,11.8,10.783333333333333
