speed,grade,vo2,vo2_abs,vco2,rer,rr,vt.btps,ve.btps,peto2,petco2,br,time,ex_time,clock_time,stage,fixed_speeds,fixed_grades,ramp_time,ramp_speed
3,1.1,5.4,421,360,0.86,5,1897,9.4,94,43,94.7,1.2,0.13333333333333333,13:08:04,1,3,1,-14.883333333333335,-4.313750000000001
3,1.1,5.3,413,319,0.77,5,1583,8.1,89,43,95.4,1.4,0.3333333333333333,13:08:16,1,3,1,-14.683333333333334,-4.20875
2.9,1.1,12.5,968,633,0.65,6,2145,13.1,75,47,92.6,1.5666666666666669,0.5,13:08:26,1,3,1,-14.516666666666667,-4.121250000000001
3,1.1,3.8,295,198,0.67,20,423,8.7,97,35,95.1,1.6166666666666667,0.55,13:08:29,1,3,1,-14.466666666666667,-4.095000000000001
2.8,1.1,27.5,2130,1389,0.65,19,1817,34.1,84,43,80.7,1.6666666666666663,0.6,13:08:32,1,3,1,-14.416666666666668,-4.0687500000000005
3,1.1,17.7,1376,904,0.66,14,1516,21.3,85,43,88,1.7333333333333334,0.6666666666666666,13:08:36,1,3,1,-14.350000000000001,-4.033750000000001
3,1.1,10.2,791,553,0.7,17,923,15.9,92,39,91,1.8,0.7333333333333333,13:08:40,1,3,1,-14.283333333333335,-3.998750000000001
3,1.1,11.9,924,619,0.67,10,1443,14.2,71,48,91.9,1.9,0.8333333333333334,13:08:46,1,3,1,-14.183333333333334,-3.94625
3,1.1,13.3,1030,652,0.63,18,1016,17.9,82,43,89.9,1.95,0.8833333333333333,13:08:49,1,3,1,-14.133333333333335,-3.920000000000001
2.9,1.1,14,1086,729,0.67,15,1265,18.9,92,38,89.3,2.0166666666666666,0.95,13:08:53,1,3,1,-14.066666666666668,-3.8850000000000016
5.1,1.1,25.3,1966,1268,0.64,13,2106,28.1,80,45,84.1,2.1,1.0333333333333334,13:08:58,2,5.8,1,-13.983333333333334,-3.8412500000000005
5.8,1,22.8,1765,1165,0.66,30,1044,31.2,88,40,82.4,2.1333333333333333,1.0666666666666669,13:09:00,2,5.8,1,-13.950000000000001,-3.8237500000000004
5.8,1,19.1,1481,1026,0.69,19,1295,25.2,89,41,85.7,2.183333333333333,1.1166666666666667,13:09:03,2,5.8,1,-13.9,-3.7975000000000003
5.7,1,8.5,659,485,0.74,15,948,14.4,95,38,91.8,2.25,1.1833333333333331,13:09:07,2,5.8,1,-13.833333333333334,-3.7625
5.8,1,40.8,3163,2136,0.68,26,1974,51,85,43,71.1,2.283333333333333,1.2166666666666668,13:09:09,2,5.8,1,-13.8,-3.745000000000001
5.8,1,15.3,1185,779,0.66,10,1833,17.9,75,48,89.9,2.3833333333333333,1.3166666666666669,13:09:15,2,5.8,1,-13.700000000000001,-3.692500000000001
5.6,1,21.8,1693,1070,0.63,14,1812,24.5,76,47,86.1,2.466666666666667,1.4,13:09:20,2,5.8,1,-13.616666666666667,-3.6487500000000006
5.8,1,36.8,2858,1809,0.63,18,2457,43.4,84,42,75.5,2.5166666666666666,1.45,13:09:23,2,5.8,1,-13.566666666666668,-3.6225000000000014
5.7,1,24.4,1890,1218,0.64,17,1754,29.2,84,43,83.5,2.5833333333333335,1.5166666666666666,13:09:27,2,5.8,1,-13.5,-3.5875000000000004
5.8,1,37.5,2905,1919,0.66,27,1793,47.6,85,43,73.1,2.6166666666666667,1.55,13:09:29,2,5.8,1,-13.466666666666667,-3.5700000000000003
5.8,1,33.6,2604,1764,0.68,21,1968,41.9,87,42,76.3,2.6666666666666665,1.6,13:09:32,2,5.8,1,-13.416666666666668,-3.543750000000001
5.8,1,28.7,2229,1521,0.68,19,1857,34.7,84,44,80.4,2.716666666666667,1.65,13:09:35,2,5.8,1,-13.366666666666667,-3.517500000000001
5.7,1,26.2,2031,1400,0.69,23,1542,34.9,84,44,80.3,2.7666666666666666,1.7,13:09:38,2,5.8,1,-13.316666666666668,-3.491250000000001
5.8,1,41.4,3215,2263,0.7,38,1478,56.8,89,41,67.8,2.783333333333333,1.7166666666666668,13:09:39,2,5.8,1,-13.3,-3.482500000000001
5.8,1,31.2,2419,1736,0.72,28,1651,46.3,93,40,73.8,2.8166666666666664,1.75,13:09:41,2,5.8,1,-13.266666666666667,-3.4650000000000007
5.8,1,26,2015,1498,0.74,22,1640,36,93,41,79.6,2.8666666666666667,1.8,13:09:44,2,5.8,1,-13.216666666666667,-3.4387500000000006
5.7,1,30.2,2342,1750,0.75,27,1629,44.2,90,42,75,2.9,1.8333333333333337,13:09:46,2,5.8,1,-13.183333333333334,-3.4212500000000006
5.7,1,23.9,1853,1411,0.76,25,1504,37,95,40,79.1,2.95,1.8833333333333333,13:09:49,2,5.8,1,-13.133333333333335,-3.3950000000000014
5.7,1,38.4,2979,2172,0.73,34,1607,54.8,91,41,69,2.9833333333333334,1.9166666666666663,13:09:51,2,5.8,1,-13.100000000000001,-3.3775000000000013
5.8,1,27.9,2167,1589,0.73,18,2036,37,87,44,79.1,3.033333333333333,1.9666666666666668,13:09:54,2,5.8,1,-13.05,-3.3512500000000003
5.7,1,33.6,2605,1890,0.73,17,2408,42,87,44,76.2,3.0833333333333335,2.0166666666666666,13:09:57,2,5.8,1,-13,-3.325
5.8,1,18.7,1450,967,0.67,13,1512,19.5,74,50,89,3.1666666666666665,2.1,13:10:02,2,5.8,1,-12.916666666666668,-3.281250000000001
5.8,1,38.2,2966,2114,0.71,17,3044,52.6,89,42,70.2,3.216666666666667,2.15,13:10:05,2,5.8,1,-12.866666666666667,-3.255000000000001
5.7,1,43.9,3401,2378,0.7,32,1809,57.7,88,42,67.3,3.25,2.183333333333333,13:10:07,2,5.8,1,-12.833333333333334,-3.2375000000000007
5.8,1,36.9,2865,2074,0.72,31,1684,52.9,90,42,70.1,3.283333333333333,2.216666666666667,13:10:09,2,5.8,1,-12.8,-3.2200000000000006
5.7,1,8.7,673,533,0.79,26,772,20.2,101,36,88.6,3.3333333333333335,2.2666666666666666,13:10:12,2,5.8,1,-12.75,-3.1937500000000005
5.8,1,41.6,3227,2236,0.69,29,1636,48.1,83,46,72.8,3.3666666666666667,2.3,13:10:14,2,5.8,1,-12.716666666666669,-3.1762500000000014
5.8,1,36,2791,1955,0.7,25,1774,44,85,44,75.1,3.4,2.3333333333333335,13:10:16,2,5.8,1,-12.683333333333334,-3.1587500000000004
5.8,1,36.8,2851,2096,0.74,31,1744,53.9,90,42,69.5,3.4333333333333336,2.3666666666666667,13:10:18,2,5.8,1,-12.65,-3.1412500000000003
5.8,1,36.7,2844,2095,0.74,32,1572,51,89,43,71.1,3.466666666666667,2.4,13:10:20,2,5.8,1,-12.616666666666667,-3.1237500000000002
5.8,1,43.3,3355,2567,0.77,34,1864,62.8,90,43,64.5,3.5,2.4333333333333336,13:10:22,2,5.8,1,-12.583333333333334,-3.10625
5.8,1,32.3,2509,1930,0.77,27,1660,45.5,92,42,74.3,3.533333333333333,2.466666666666667,13:10:24,2,5.8,1,-12.55,-3.088750000000001
5.8,1,22.8,1772,1404,0.79,17,1947,33.9,80,50,80.8,3.5833333333333335,2.5166666666666666,13:10:27,2,5.8,1,-12.5,-3.0625
5.8,1,36.1,2804,2063,0.74,27,1688,45.4,87,45,74.3,3.6166666666666663,2.55,13:10:29,2,5.8,1,-12.466666666666669,-3.0450000000000017
5.7,1,43.4,3365,2637,0.78,28,2532,70.7,94,41,60,3.6666666666666665,2.6,13:10:32,2,5.8,1,-12.416666666666668,-3.0187500000000007
5.8,1,24.7,1919,1448,0.75,18,1773,32.1,88,46,81.8,3.716666666666667,2.65,13:10:35,2,5.8,1,-12.366666666666667,-2.9925000000000006
5.8,1,25.5,1980,1557,0.79,19,1917,36.5,83,49,79.3,3.7666666666666666,2.7,13:10:38,2,5.8,1,-12.316666666666666,-2.9662500000000005
5.7,1,24.1,1867,1322,0.71,24,1259,30.8,85,47,82.6,3.8166666666666664,2.75,13:10:41,2,5.8,1,-12.266666666666667,-2.9400000000000004
5.6,1,36.1,2802,2119,0.76,16,3081,50.5,79,51,71.4,3.8666666666666663,2.8,13:10:44,2,5.8,1,-12.216666666666669,-2.913750000000001
5.7,1,32.5,2518,1836,0.73,26,1640,43.4,89,44,75.5,3.9,2.8333333333333335,13:10:46,2,5.8,1,-12.183333333333334,-2.89625
5.6,1,54.6,4238,3316,0.78,40,2123,85.5,95,41,51.6,3.9333333333333336,2.8666666666666667,13:10:48,2,5.8,1,-12.15,-2.87875
5.7,1,41,3177,2589,0.81,35,1948,68,97,40,61.6,3.966666666666667,2.9,13:10:50,2,5.8,1,-12.116666666666667,-2.861250000000001
5.8,1,40.6,3147,2629,0.84,33,2104,69.4,98,40,60.8,3.9833333333333334,2.9166666666666665,13:10:51,2,5.8,1,-12.100000000000001,-2.852500000000001
5.7,1,17.5,1361,1104,0.81,17,1470,25.3,88,46,85.7,4.05,2.9833333333333334,13:10:55,2,5.8,1,-12.033333333333335,-2.817500000000001
5.8,1,11.7,905,722,0.8,25,644,16.1,87,46,90.9,4.083333333333333,3.0166666666666666,13:10:57,2,5.8,1,-12,-2.8000000000000007
5.8,1,39.3,3045,2256,0.74,24,2003,48.1,79,52,72.8,4.133333333333334,3.066666666666667,13:11:00,2,5.8,1,-11.950000000000001,-2.7737500000000006
5.8,1,47.3,3666,2878,0.79,28,2622,72.2,94,41,59.2,4.166666666666667,3.1,13:11:02,2,5.8,1,-11.916666666666668,-2.7562500000000005
5.7,1,39.9,3098,2466,0.8,25,2435,61.6,94,42,65.1,4.2,3.1333333333333333,13:11:04,2,5.8,1,-11.883333333333335,-2.7387500000000014
5.7,1,41.2,3192,2584,0.81,25,2467,62.7,92,44,64.5,4.25,3.183333333333333,13:11:07,2,5.8,1,-11.833333333333334,-2.7125000000000004
5.8,1,25.5,1976,1611,0.82,20,1725,35.3,91,45,80,4.3,3.2333333333333334,13:11:10,2,5.8,1,-11.783333333333335,-2.686250000000001
5.8,1,37,2868,2263,0.79,27,1821,48.8,88,47,72.4,4.333333333333333,3.2666666666666666,13:11:12,2,5.8,1,-11.75,-2.66875
5.7,1,38.2,2961,2475,0.84,27,2307,61.8,95,42,65,4.366666666666666,3.3,13:11:14,2,5.8,1,-11.716666666666669,-2.651250000000001
5.7,1,27.7,2145,1740,0.81,26,1497,38.4,91,45,78.3,4.416666666666667,3.35,13:11:17,2,5.8,1,-11.666666666666668,-2.625000000000001
5.8,1,34.1,2643,2074,0.78,23,2069,47,88,46,73.4,4.45,3.3833333333333333,13:11:19,2,5.8,1,-11.633333333333335,-2.607500000000001
5.8,1,26.5,2057,1633,0.79,19,1781,33.3,86,48,81.2,4.5,3.4333333333333336,13:11:22,2,5.8,1,-11.583333333333334,-2.5812500000000007
5.8,1,50,3880,3053,0.79,28,2531,70.6,90,45,60,4.55,3.4833333333333334,13:11:25,2,5.8,1,-11.533333333333335,-2.5550000000000015
5.7,1,44.3,3437,2893,0.84,30,2499,73.9,97,41,58.2,4.583333333333333,3.5166666666666666,13:11:27,2,5.8,1,-11.5,-2.5375000000000005
5.7,1,33.4,2594,2233,0.86,31,1953,59.8,100,40,66.2,4.616666666666667,3.55,13:11:29,2,5.8,1,-11.466666666666669,-2.5200000000000014
5.8,1,39.6,3069,2819,0.92,36,2046,72.6,100,40,58.9,4.633333333333333,3.5666666666666664,13:11:30,2,5.8,1,-11.450000000000001,-2.5112500000000004
