speed,grade,vo2,vo2_abs,vco2,rer,rr,vt_btps,ve_btps,br,peto2,petco2,time,ex_time,clock_time
2.9,0.9,5.1,417,292,0.7,23,530,12,92.7,103,32,0.7333333333333333,0.03333333333333333,15:17:08
2.9,0.9,5.2,421,295,0.7,21,536,11.3,93.1,100,33,0.7833333333333333,0.08333333333333333,15:17:11
3,0.9,6.4,519,349,0.67,28,444,12.6,92.3,96,34,0.8166666666666667,0.11666666666666667,15:17:13
3,0.9,9.4,762,486,0.64,16,910,14.8,91,91,37,0.8833333333333333,0.18333333333333332,15:17:17
3,0.9,8.5,687,416,0.61,20,716,14.1,91.4,91,36,0.9333333333333333,0.23333333333333334,15:17:20
2.8,0.9,9.1,736,444,0.6,18,783,14.4,91.2,90,36,0.9833333333333333,0.2833333333333333,15:17:23
2.9,0.9,11.3,918,532,0.58,21,836,17.7,89.2,91,36,1.0333333333333334,0.3333333333333333,15:17:26
2.8,0.9,10.9,880,528,0.6,20,881,17.3,89.4,90,35,1.0833333333333333,0.38333333333333336,15:17:29
2.9,0.9,12.4,1002,607,0.61,20,957,19.5,88.1,93,34,1.1333333333333333,0.43333333333333335,15:17:32
2.9,0.9,17.4,1414,892,0.63,23,1262,29.6,82,98,33,1.1666666666666667,0.4666666666666667,15:17:34
3,0.9,10.8,874,576,0.66,20,980,19.5,88.1,99,33,1.2166666666666668,0.5166666666666667,15:17:37
3,0.9,8.6,695,457,0.66,26,643,16.9,89.7,99,33,1.2666666666666666,0.5666666666666667,15:17:40
3,0.9,7.1,573,379,0.66,17,695,11.8,92.8,94,36,1.3166666666666667,0.6166666666666667,15:17:43
2.9,0.9,14.1,1145,762,0.67,18,1341,23.9,85.4,96,34,1.3833333333333333,0.6833333333333333,15:17:47
3,0.9,10,815,524,0.64,19,857,16.5,89.9,93,36,1.4333333333333333,0.7333333333333333,15:17:50
3,0.9,10,808,497,0.61,19,823,16,90.2,88,38,1.4833333333333334,0.7833333333333333,15:17:53
3,0.9,8.4,678,418,0.62,29,545,15.9,90.3,94,34,1.5166666666666666,0.8166666666666667,15:17:55
3,0.9,10.1,817,487,0.6,24,658,15.7,90.4,87,38,1.55,0.85,15:17:57
3,0.9,18.2,1477,885,0.6,20,1358,26.5,83.8,90,37,1.6166666666666667,0.9166666666666666,15:18:01
3,0.9,13.3,1078,653,0.61,21,922,19.5,88.1,89,37,1.65,0.95,15:18:03
3.3,0.9,16.5,1335,825,0.62,23,1083,25.1,84.7,90,36,1.7,1,15:18:06
5,0.9,20.9,1697,1037,0.61,27,1261,33.8,79.4,94,35,1.7333333333333334,1.0333333333333334,15:18:08
6.6,0.9,17.7,1432,919,0.64,22,1347,29.1,82.3,93,36,1.7833333333333332,1.0833333333333333,15:18:11
6.3,0.9,22.5,1822,1217,0.67,25,1557,39.4,75.9,97,35,1.8166666666666667,1.1166666666666667,15:18:13
6.5,0.8,22.1,1790,1226,0.69,26,1628,41.6,74.6,98,34,1.8666666666666667,1.1666666666666667,15:18:16
6.3,0.8,19,1544,1096,0.71,26,1395,36.2,77.9,99,34,1.9,1.2,15:18:18
6.3,0.8,19.4,1576,1083,0.69,21,1609,34.2,79.1,99,35,1.95,1.25,15:18:21
6.3,0.8,22.1,1790,1239,0.69,27,1449,39,76.2,99,35,1.9833333333333334,1.2833333333333332,15:18:23
6.3,0.8,23.4,1900,1410,0.74,20,2335,47.2,71.2,103,33,2.033333333333333,1.3333333333333333,15:18:26
6.3,0.8,17.9,1454,1066,0.73,25,1459,36.5,77.7,102,34,2.066666666666667,1.3666666666666667,15:18:28
6.5,0.8,17.2,1393,970,0.7,25,1221,30.4,81.5,95,37,2.1166666666666667,1.4166666666666667,15:18:31
6.6,0.8,28.6,2323,1591,0.69,26,1948,50.4,69.3,98,35,2.15,1.45,15:18:33
6.3,0.8,24.3,1968,1341,0.68,29,1449,42.6,74,98,35,2.183333333333333,1.4833333333333334,15:18:35
6.6,0.8,21.3,1727,1137,0.66,22,1472,32.6,80.1,93,37,2.2333333333333334,1.5333333333333332,15:18:38
6.6,0.8,22.4,1816,1188,0.65,25,1489,37.4,77.2,94,37,2.2666666666666666,1.5666666666666667,15:18:40
6.5,0.8,31.3,2541,1674,0.66,25,1975,50,69.5,95,36,2.3166666666666664,1.6166666666666667,15:18:43
6.3,0.8,27.3,2211,1429,0.65,26,1651,42.3,74.2,93,37,2.35,1.65,15:18:45
6.3,0.8,25.3,2053,1317,0.64,29,1471,42.2,74.2,93,36,2.3833333333333333,1.6833333333333333,15:18:47
6.3,0.8,22.9,1854,1179,0.64,21,1532,32.5,80.2,87,39,2.4333333333333336,1.7333333333333334,15:18:50
6.3,0.8,35.4,2872,1864,0.65,23,2492,57.7,64.8,96,34,2.4833333333333334,1.7833333333333332,15:18:53
6.3,0.8,26.7,2169,1370,0.63,30,1351,39.9,75.6,89,38,2.5166666666666666,1.8166666666666667,15:18:55
6.5,0.8,19.7,1596,964,0.6,30,948,28.3,82.7,86,39,2.55,1.85,15:18:57
6.6,0.8,33.8,2742,1664,0.61,23,1918,43.4,73.5,86,39,2.5833333333333335,1.8833333333333333,15:18:59
6.3,0.8,32.6,2643,1730,0.65,24,2196,52.1,68.2,94,36,2.6333333333333333,1.9333333333333333,15:19:02
6.6,0.8,36.7,2976,1968,0.66,26,2180,57.4,65,93,37,2.6666666666666665,1.9666666666666668,15:19:04
6.6,0.8,30.3,2461,1688,0.69,29,1732,49.7,69.6,95,36,2.7,2,15:19:06
6.5,0.8,32,2595,1776,0.68,31,1708,52.3,68.1,96,36,2.7333333333333334,2.033333333333333,15:19:08
6.5,0.8,28.3,2291,1532,0.67,27,1552,41.4,74.7,91,39,2.7666666666666666,2.066666666666667,15:19:10
6.6,0.8,28.7,2328,1577,0.68,28,1566,44.3,72.9,92,38,2.8,2.1,15:19:12
6.6,0.8,38.1,3091,2104,0.68,26,2205,58.3,64.4,92,39,2.85,2.15,15:19:15
6.6,0.8,27.1,2199,1540,0.7,23,1996,45.2,72.4,95,38,2.8833333333333333,2.183333333333333,15:19:17
6.6,0.8,37.6,3053,2151,0.7,24,2494,60.8,62.9,94,38,2.9333333333333336,2.2333333333333334,15:19:20
6.6,0.8,34.7,2817,2042,0.72,29,2070,59.1,63.9,97,37,2.966666666666667,2.2666666666666666,15:19:22
6.6,0.8,30.1,2441,1773,0.73,25,1902,47.6,71,94,39,3,2.3,15:19:24
6.3,0.8,38.8,3146,2346,0.75,26,2563,67.4,58.8,97,37,3.05,2.35,15:19:27
6.3,0.8,30.3,2454,1852,0.75,36,1775,63,61.5,106,33,3.066666666666667,2.3666666666666667,15:19:28
6.5,0.8,34.1,2767,2116,0.76,32,1935,61.4,62.5,99,37,3.1,2.4,15:19:30
6.6,0.8,29.2,2367,1832,0.77,28,1957,53.9,67.1,100,36,3.1333333333333333,2.4333333333333336,15:19:32
6.3,0.8,32.9,2665,2100,0.79,31,2001,62.2,62,100,36,3.1666666666666665,2.466666666666667,15:19:34
6.5,0.8,24,1946,1490,0.77,25,1656,41.7,74.5,96,39,3.216666666666667,2.5166666666666666,15:19:37
6.6,0.8,26.5,2148,1532,0.71,29,1498,43.2,73.6,90,41,3.25,2.55,15:19:39
6.6,0.8,33.7,2736,1889,0.69,29,1699,48.8,70.2,89,41,3.283333333333333,2.5833333333333335,15:19:41
6.5,0.8,37.7,3061,2276,0.74,22,3052,65.9,59.8,96,38,3.3333333333333335,2.6333333333333333,15:19:44
6.6,0.8,28.5,2310,1816,0.79,19,2802,53.9,67.1,99,38,3.3833333333333333,2.6833333333333336,15:19:47
6.5,0.8,35.4,2871,2185,0.76,29,2142,61.8,62.3,97,38,3.4166666666666665,2.716666666666667,15:19:49
6.3,0.8,35.1,2851,2189,0.77,30,2072,62.5,61.9,98,38,3.45,2.75,15:19:51
6.5,0.8,33.3,2704,2128,0.79,30,2058,62.4,61.9,100,37,3.4833333333333334,2.783333333333333,15:19:53
6.3,0.8,26.7,2169,1735,0.8,22,2278,49,70.1,94,41,3.533333333333333,2.8333333333333335,15:19:56
6.3,0.8,31.3,2542,1959,0.77,23,2361,54.9,66.5,95,40,3.5666666666666664,2.8666666666666667,15:19:58
6.3,0.8,39.3,3187,2457,0.77,29,2355,67.6,58.7,97,39,3.6,2.9,15:20:00
6.3,0.8,33.8,2739,2139,0.78,33,1912,63.4,61.3,100,37,3.6333333333333333,2.9333333333333336,15:20:02
6.3,0.8,30.4,2468,1945,0.79,25,2108,52.9,67.7,99,38,3.6666666666666665,2.966666666666667,15:20:04
6.3,0.8,27.3,2217,1664,0.75,21,1899,39,76.2,91,43,3.716666666666667,3.0166666666666666,15:20:07
6.6,0.8,33.7,2735,2065,0.75,25,2178,54.5,66.8,93,41,3.7666666666666666,3.066666666666667,15:20:10
6.6,0.8,39.4,3197,2495,0.78,29,2447,70.9,56.7,98,38,3.8,3.1,15:20:12
6.3,0.8,36.6,2967,2400,0.81,32,2148,68.6,58.2,99,38,3.8333333333333335,3.1333333333333333,15:20:14
6.3,0.8,30.4,2468,2022,0.82,30,1937,57.5,64.9,100,38,3.8666666666666667,3.1666666666666665,15:20:16
6.3,0.8,29.9,2424,1952,0.81,25,2043,50.4,69.2,96,41,3.9,3.2,15:20:18
6.3,0.8,36.1,2929,2329,0.8,30,2073,62.5,61.8,97,39,3.9333333333333336,3.2333333333333334,15:20:20
6.3,0.8,33.8,2744,2158,0.79,33,1972,64.6,60.6,102,37,3.966666666666667,3.2666666666666666,15:20:22
6.5,0.8,31.8,2583,2072,0.8,30,1820,55.1,66.3,99,39,4,3.3,15:20:24
6.5,0.8,40.8,3306,2750,0.83,35,2313,80.2,51.1,102,37,4.033333333333333,3.3333333333333335,15:20:26
6.3,0.8,33.9,2748,2362,0.86,36,1997,71.3,56.5,105,35,4.05,3.35,15:20:27
6.3,0.8,33.8,2740,2357,0.86,31,2175,68.3,58.3,103,37,4.083333333333333,3.3833333333333333,15:20:29
6.3,0.8,31.7,2573,2266,0.88,31,2095,65.1,60.2,101,38,4.116666666666666,3.4166666666666665,15:20:31
