Time	Ex Time	Time (Clock)	Speed	Grade	VO2	VO2	VCO2	RER	RR	Vt BTPS	VE BTPS	PETO2	PETCO2	HeartRate	HRR	BR
(min)	(min)	(Clock)	(MPH)	(%)	(mL/kg/min)	(mL/min)	(mL/min)		(br/min)	(mL)	(L/min)	(mmHg)	(mmHg)	(BPM)	(%)	(%)
0:23	 	12:29:55	0.0	0.1	9.9	601	422	0.70	6	2178	13.6	98	35	 	 	91.0
0:32	 	12:30:04	0.0	0.1	5.8	354	266	0.75	6	1543	9.7	102	33	 	 	93.5
0:42	 	12:30:14	0.0	0.1	9.3	567	451	0.80	6	2531	16.2	108	31	 	 	89.2
0:49	 	12:30:21	0.0	0.1	4.4	268	206	0.77	9	844	7.3	105	33	 	 	95.1
1:07	 	12:30:39	0.0	0.1	4.2	256	183	0.71	3	2154	7.0	94	38	 	 	95.3
Start Exercise																
1:20	0:01	12:30:52	2.0	1.0	11.2	682	437	0.64	5	2834	14.0	88	40	 	 	90.7
1:22	0:03	12:30:54	2.8	1.1	23.5	1430	944	0.66	38	742	28.5	93	36	 	 	81.0
1:23	0:04	12:30:55	2.9	1.1	32.6	1985	1343	0.68	32	1359	43.1	100	33	 	 	71.3
1:28	0:09	12:31:00	3.0	1.1	9.1	552	378	0.68	14	959	13.1	94	36	 	 	91.2
1:37	0:18	12:31:09	3.0	1.1	11.5	700	493	0.70	7	2319	15.3	93	38	 	 	89.8
1:41	0:22	12:31:13	3.0	1.1	23.8	1453	962	0.66	14	2064	28.9	97	35	 	 	80.7
1:47	0:28	12:31:19	3.0	1.1	9.8	597	371	0.62	11	1171	12.3	90	37	 	 	91.8
1:54	0:35	12:31:26	3.0	1.1	14.3	872	572	0.66	8	2183	17.5	87	39	 	 	88.3
1:57	0:38	12:31:29	3.0	1.1	23.3	1423	871	0.61	27	1017	27.0	90	37	 	 	82.0
2:07	0:48	12:31:39	3.0	1.1	10.6	646	421	0.65	6	2086	12.0	88	40	 	 	92.0
2:11	0:52	12:31:43	3.0	1.1	22.1	1345	803	0.60	17	1394	23.6	89	37	 	 	84.3
2:17	0:58	12:31:49	3.0	1.1	13.6	831	526	0.63	10	1635	16.3	87	38	 	 	89.1
2:19	1:00	12:31:51	3.7	1.1	14.3	875	529	0.60	31	586	18.1	91	37	 	 	87.9
2:22	1:03	12:31:54	4.5	1.1	26.9	1638	1054	0.64	16	1884	30.9	88	38	 	 	79.4
2:27	1:08	12:31:59	4.6	1.1	18.8	1148	704	0.61	23	987	22.8	88	38	 	 	84.8
2:31	1:12	12:32:03	4.6	1.1	14.7	898	596	0.66	17	1101	18.9	94	35	 	 	87.4
2:36	1:17	12:32:08	4.5	1.1	26.3	1601	1053	0.66	12	2581	31.5	95	35	 	 	79.0
2:39	1:20	12:32:11	4.7	1.1	16.8	1026	636	0.62	21	912	19.0	89	38	 	 	87.3
2:43	1:24	12:32:15	4.5	1.1	16.6	1011	664	0.66	13	1606	20.6	96	34	 	 	86.3
2:45	1:26	12:32:17	4.5	1.1	36.6	2229	1413	0.63	28	1497	41.2	92	36	 	 	72.5
2:48	1:29	12:32:20	4.6	1.1	31.1	1899	1260	0.66	29	1349	38.7	94	36	 	 	74.2
2:50	1:31	12:32:22	4.5	1.1	21.1	1288	872	0.68	28	942	25.9	94	36	 	 	82.7
2:52	1:33	12:32:24	4.6	1.1	21.0	1281	865	0.68	30	932	28.4	95	36	 	 	81.1
2:55	1:36	12:32:27	4.6	1.1	14.1	858	556	0.65	17	830	14.5	87	41	 	 	90.4
2:58	1:39	12:32:30	4.6	1.1	36.1	2203	1543	0.70	23	1940	45.5	97	36	 	 	69.7
3:00	1:41	12:32:32	4.5	1.1	21.5	1310	932	0.71	22	1255	28.0	97	36	 	 	81.3
3:02	1:43	12:32:34	4.5	1.1	20.8	1269	909	0.72	33	905	29.5	97	36	 	 	80.3
3:04	1:45	12:32:36	4.6	1.1	26.7	1629	1174	0.72	30	1158	34.9	97	36	 	 	76.7
3:08	1:49	12:32:40	4.6	1.1	16.2	986	676	0.69	17	1046	17.9	88	42	 	 	88.1
3:10	1:51	12:32:42	4.5	1.1	28.7	1748	1195	0.68	29	1151	32.9	93	38	 	 	78.1
3:13	1:54	12:32:45	4.5	1.1	30.9	1886	1347	0.71	20	1856	38.0	93	39	 	 	74.7
3:14	1:55	12:32:46	4.7	1.1	10.3	628	441	0.70	39	388	15.0	94	38	 	 	90.0
3:17	1:58	12:32:49	4.6	1.1	20.4	1247	852	0.68	24	985	23.5	89	40	 	 	84.4
3:22	2:03	12:32:54	4.6	1.1	23.0	1404	1038	0.74	11	2596	28.2	93	39	 	 	81.2
3:26	2:07	12:32:58	4.6	1.1	29.4	1792	1280	0.71	18	1953	35.3	94	38	 	 	76.5
3:28	2:09	12:33:00	4.6	1.1	26.8	1631	1189	0.73	31	1150	35.4	97	37	 	 	76.4
3:31	2:12	12:33:03	4.5	1.1	25.1	1530	1091	0.71	20	1415	28.2	90	41	 	 	81.2
3:34	2:15	12:33:06	4.5	1.1	27.1	1650	1195	0.72	17	1912	32.2	91	41	 	 	78.5
3:38	2:19	12:33:10	4.6	1.1	26.9	1638	1178	0.72	17	1787	30.0	91	41	 	 	80.0
3:42	2:23	12:33:14	4.6	1.1	20.8	1270	960	0.76	13	1970	25.5	92	41	 	 	83.0
3:44	2:25	12:33:16	4.5	1.1	39.6	2413	1746	0.72	32	1464	47.5	94	39	 	 	68.4
3:48	2:29	12:33:20	4.6	1.1	20.1	1224	948	0.77	16	1698	27.6	96	38	 	 	81.6
3:51	2:32	12:33:23	4.6	1.1	38.6	2352	1750	0.74	23	2091	47.3	94	39	 	 	68.5
3:53	2:34	12:33:25	4.6	1.1	29.0	1770	1359	0.77	24	1610	38.8	96	39	 	 	74.2
3:57	2:38	12:33:29	4.6	1.1	14.8	900	644	0.72	14	1126	15.7	88	44	 	 	89.6
3:59	2:40	12:33:31	4.6	1.1	47.1	2874	2230	0.78	33	1887	62.6	98	38	 	 	58.3
4:02	2:43	12:33:34	4.6	1.1	32.1	1957	1556	0.79	23	1887	43.2	96	40	 	 	71.2
4:04	2:45	12:33:36	4.6	1.1	25.7	1568	1258	0.80	28	1325	36.8	101	37	 	 	75.5
4:06	2:47	12:33:38	4.5	1.1	27.6	1685	1362	0.81	37	1073	40.0	97	39	 	 	73.3
4:07	2:48	12:33:39	4.5	1.1	31.0	1890	1548	0.82	33	1353	44.6	101	37	 	 	70.3
4:10	2:51	12:33:42	4.6	1.1	26.3	1601	1285	0.80	27	1381	36.7	99	39	 	 	75.6
4:12	2:53	12:33:44	4.6	1.1	33.4	2036	1659	0.81	30	1597	47.4	98	39	 	 	68.4
4:14	2:55	12:33:46	4.6	1.1	27.6	1682	1422	0.85	27	1553	42.0	102	37	 	 	72.0
4:17	2:58	12:33:49	4.5	1.1	18.2	1107	875	0.79	24	944	22.5	96	40	 	 	85.0
4:19	3:00	12:33:51	4.6	1.1	35.5	2164	1789	0.83	29	1743	50.5	99	38	 	 	66.3
4:21	3:02	12:33:53	4.5	1.1	31.2	1905	1582	0.83	25	1788	44.9	99	38	 	 	70.1
4:23	3:04	12:33:55	4.6	1.1	26.7	1630	1378	0.85	30	1398	41.9	102	37	 	 	72.1
4:25	3:06	12:33:57	4.6	1.1	19.5	1187	963	0.81	28	960	27.1	98	39	 	 	82.0
4:27	3:08	12:33:59	4.6	1.1	37.4	2280	1897	0.83	29	1779	52.3	97	40	 	 	65.1
4:29	3:10	12:34:01	4.5	1.1	24.4	1488	1234	0.83	26	1375	35.6	99	39	 	 	76.3
4:31	3:12	12:34:03	4.5	1.1	28.7	1752	1452	0.83	31	1291	40.3	101	38	 	 	73.1
4:34	3:15	12:34:06	4.6	1.1	25.7	1569	1349	0.86	26	1541	40.0	99	39	 	 	73.3
4:36	3:17	12:34:08	4.6	1.1	32.4	1975	1673	0.85	33	1467	48.1	99	39	 	 	68.0
4:39	3:20	12:34:11	4.5	1.1	18.7	1138	976	0.86	18	1531	28.0	101	38	 	 	81.3
4:41	3:22	12:34:13	4.5	1.1	37.6	2291	1849	0.81	35	1523	53.1	100	37	 	 	64.6
4:42	3:23	12:34:14	4.6	1.1	37.1	2259	1870	0.83	32	1667	53.5	101	37	 	 	64.4
4:44	3:25	12:34:16	4.6	1.1	30.4	1852	1608	0.87	31	1548	48.6	103	36	 	 	67.6
4:46	3:27	12:34:18	4.5	1.1	20.3	1237	1084	0.88	30	1148	34.4	105	35	 	 	77.1
4:49	3:30	12:34:21	4.5	1.1	25.4	1548	1295	0.84	25	1371	34.1	98	40	 	 	77.3
4:51	3:32	12:34:23	4.7	1.1	20.1	1228	1045	0.85	22	1428	30.8	101	37	 	 	79.5
4:53	3:34	12:34:25	4.6	1.1	37.6	2290	1881	0.82	34	1533	52.3	100	38	 	 	65.2
4:55	3:36	12:34:27	4.6	1.1	34.1	2078	1732	0.83	35	1439	49.9	101	37	 	 	66.7
4:57	3:38	12:34:29	4.5	1.1	8.1	494	395	0.80	27	445	12.0	94	42	 	 	92.0
4:59	3:40	12:34:31	4.5	1.1	26.1	1593	1240	0.78	28	1185	33.5	96	40	 	 	77.6
5:01	3:42	12:34:33	4.5	1.1	37.3	2276	1768	0.78	28	1662	46.8	93	42	 	 	68.8
5:03	3:44	12:34:35	4.6	1.1	33.3	2028	1625	0.80	32	1448	46.4	98	38	 	 	69.0
