speed,grade,vo2,vo2_abs,vco2,rer,rr,vt.btps,ve.btps,peto2,petco2,br,time,ex_time,clock_time,stage
2.8,1,6.1,356,282,0.79,17,602,10.2,106,34,92.3,1.9666666666666668,0.03333333333333333,14:02:17,1
2.9,1,10.6,616,486,0.79,29,561,16,101,37,87.9,2,0.06666666666666667,14:02:19,1
3,1,7.4,430,361,0.84,20,581,11.7,101,37,91.2,2.05,0.11666666666666668,14:02:22,1
3,1,9.5,551,420,0.76,18,705,12.7,100,38,90.4,2.1166666666666667,0.18333333333333332,14:02:26,1
3,1,6.8,394,300,0.76,26,411,10.8,100,37,91.9,2.15,0.21666666666666667,14:02:28,1
2.9,1,8.4,487,350,0.72,25,468,11.6,96,39,91.3,2.183333333333333,0.25,14:02:30,1
3,1,10.1,587,414,0.71,21,621,13.3,96,38,90,2.2333333333333334,0.3,14:02:33,1
3,1,12.7,737,525,0.71,23,697,16,95,38,87.9,2.283333333333333,0.35,14:02:36,1
3,1,11.3,655,474,0.72,23,672,15.4,96,37,88.4,2.3166666666666664,0.38333333333333336,14:02:38,1
3,1,10.7,624,450,0.72,21,654,13.9,95,38,89.5,2.3666666666666667,0.43333333333333335,14:02:41,1
3,1,10.2,593,429,0.72,21,652,13.4,97,37,89.8,2.4166666666666665,0.48333333333333334,14:02:44,1
2.9,1,5.8,339,248,0.73,24,373,9.1,99,36,93.1,2.466666666666667,0.5333333333333333,14:02:47,1
2.9,1,16.2,940,673,0.72,27,739,19.9,96,38,85,2.5,0.5666666666666667,14:02:49,1
2.9,1,9.6,559,406,0.73,12,915,11.4,95,39,91.4,2.5833333333333335,0.65,14:02:54,1
2.9,1,9.6,557,377,0.68,19,588,11.3,92,39,91.4,2.6333333333333333,0.7,14:02:57,1
3,1,11.6,676,459,0.68,32,484,15.4,93,38,88.3,2.6666666666666665,0.7333333333333333,14:02:59,1
3,1,18.9,1099,732,0.67,35,599,21.2,92,39,84,2.6833333333333336,0.75,14:03:00,1
3,1,19.7,1146,716,0.62,19,1011,19.6,88,41,85.2,2.7333333333333334,0.8,14:03:03,1
3,1,4.8,278,227,0.81,51,290,14.7,106,30,88.9,2.7666666666666666,0.8333333333333334,14:03:05,1
3,1,9.1,528,372,0.7,30,518,15.5,96,36,88.3,2.8,0.8666666666666667,14:03:07,1
3,1,13.4,775,536,0.69,21,797,16.4,94,38,87.6,2.85,0.9166666666666666,14:03:10,1
3,1,14.8,857,578,0.67,25,715,17.7,94,38,86.6,2.8833333333333333,0.95,14:03:12,1
3.5,1,18.3,1062,715,0.67,26,813,20.9,94,39,84.2,2.9166666666666665,0.9833333333333332,14:03:14,1
5.6,1,13.8,799,559,0.7,24,733,17.7,97,37,86.6,2.966666666666667,1.0333333333333334,14:03:17,2
5.7,1,23.1,1343,963,0.72,27,1040,27.9,98,37,78.9,3,1.0666666666666669,14:03:19,2
5.7,0.9,17.8,1034,745,0.72,18,1109,20.4,91,41,84.6,3.05,1.1166666666666667,14:03:22,2
5.8,0.9,23.7,1373,980,0.71,27,1053,28.1,97,37,78.8,3.1,1.1666666666666667,14:03:25,2
5.7,0.9,27.6,1603,1203,0.75,28,1291,35.7,102,35,73,3.1333333333333333,1.2,14:03:27,2
5.6,0.9,24.4,1418,1132,0.8,29,1220,35,106,34,73.5,3.1666666666666665,1.2333333333333334,14:03:29,2
5.7,0.9,20.6,1195,1012,0.85,28,1137,31.6,106,35,76.1,3.2,1.2666666666666666,14:03:31,2
5.7,0.9,19,1104,928,0.84,37,837,30.6,108,33,76.9,3.2333333333333334,1.3,14:03:33,2
5.7,0.9,22.2,1290,1087,0.84,31,1085,33.2,105,35,74.9,3.2666666666666666,1.3333333333333333,14:03:35,2
5.6,0.9,19.6,1139,917,0.8,28,995,27.9,103,36,78.9,3.3,1.3666666666666667,14:03:37,2
5.7,0.9,28.6,1661,1357,0.82,17,2414,40.4,101,37,69.5,3.35,1.4166666666666667,14:03:40,2
5.8,0.9,24.9,1443,1082,0.75,27,1139,30.8,99,37,76.7,3.4,1.4666666666666668,14:03:43,2
5.6,0.9,25,1454,1078,0.74,34,931,31.7,98,37,76,3.4166666666666665,1.4833333333333334,14:03:44,2
5.6,0.9,26.3,1529,1117,0.73,26,1258,32.4,98,37,75.5,3.466666666666667,1.5333333333333332,14:03:47,2
5.6,0.9,28.3,1640,1156,0.7,26,1209,31.9,94,39,75.9,3.5,1.5666666666666669,14:03:49,2
5.6,0.9,27.1,1574,1067,0.68,28,1141,31.9,95,38,75.9,3.533333333333333,1.6,14:03:51,2
5.6,0.9,39.1,2271,1575,0.69,33,1315,43.4,94,38,67.2,3.5666666666666664,1.6333333333333333,14:03:53,2
5.6,0.9,33.2,1926,1357,0.7,29,1321,37.7,95,38,71.5,3.6,1.6666666666666663,14:03:55,2
5.7,0.9,36.1,2093,1501,0.72,33,1279,42.2,96,38,68.1,3.6333333333333337,1.7,14:03:57,2
5.6,0.9,34.8,2023,1455,0.72,40,1077,42.8,98,37,67.6,3.65,1.7166666666666668,14:03:58,2
5.7,0.9,28.7,1664,1254,0.75,34,1054,36.1,97,37,72.7,3.6833333333333336,1.75,14:04:00,2
5.6,0.9,29.8,1728,1275,0.74,30,1191,35.4,96,38,73.3,3.716666666666667,1.7833333333333332,14:04:02,2
5.8,0.9,36.3,2105,1529,0.73,33,1277,41.9,94,39,68.4,3.75,1.8166666666666669,14:04:04,2
5.6,0.9,31.6,1834,1371,0.75,35,1099,38.1,99,37,71.2,3.783333333333333,1.85,14:04:06,2
5.7,0.9,32.4,1880,1426,0.76,29,1363,39.3,97,38,70.3,3.8166666666666664,1.8833333333333333,14:04:08,2
5.7,0.9,34.5,2003,1492,0.74,32,1284,41,96,39,69,3.85,1.9166666666666663,14:04:10,2
5.7,0.9,31,1801,1374,0.76,34,1151,39.2,98,38,70.4,3.8666666666666663,1.9333333333333331,14:04:11,2
5.7,0.9,26.5,1539,1219,0.79,17,2030,34.4,101,37,74,3.9333333333333336,2,14:04:15,2
5.7,0.9,34.7,2014,1433,0.71,30,1231,37.5,92,41,71.7,3.966666666666667,2.033333333333333,14:04:17,2
5.6,0.9,36,2088,1527,0.73,30,1360,41,94,40,69,4,2.066666666666667,14:04:19,2
5.7,0.9,35.2,2045,1556,0.76,35,1248,43.3,98,38,67.3,4.033333333333333,2.1,14:04:21,2
5.6,0.9,36.3,2110,1621,0.77,35,1261,44.2,96,39,66.6,4.05,2.1166666666666667,14:04:22,2
5.6,0.9,36.8,2138,1645,0.77,38,1214,46.4,99,38,64.9,4.083333333333333,2.15,14:04:24,2
5.7,0.9,34.7,2012,1634,0.81,34,1345,45.3,100,38,65.7,4.116666666666666,2.183333333333333,14:04:26,2
5.6,0.9,36.2,2103,1705,0.81,31,1467,46.1,101,38,65.2,4.15,2.216666666666667,14:04:28,2
5.6,0.9,35.3,2048,1665,0.81,30,1484,45.2,99,39,65.8,4.183333333333334,2.25,14:04:30,2
5.8,0.9,33.1,1920,1532,0.8,30,1387,41.2,98,40,68.9,4.216666666666667,2.283333333333333,14:04:32,2
5.7,0.9,29.7,1722,1403,0.81,31,1230,38.6,99,39,70.8,4.233333333333333,2.3,14:04:33,2
5.7,0.9,34.3,1992,1628,0.82,31,1420,43.9,101,38,66.8,4.266666666666667,2.3333333333333335,14:04:35,2
