speed,grade,vo2,vo2_abs,vco2,rer,rr,vt.btps,ve.btps,peto2,petco2,br,time,ex_time,clock_time,stage
5.3,1,33.3,2023,1662,0.82,34,1503,51.2,104,35,58.7,3.5666666666666664,2.466666666666667,11:03:12,2
5.2,1,33.5,2032,1674,0.82,36,1433,50.9,101,37,59,3.6,2.5,11:03:14,2
5.1,1,32.2,1953,1630,0.83,35,1469,51.8,107,34,58.2,3.6166666666666663,2.5166666666666666,11:03:15,2
5.1,1,31.5,1913,1590,0.83,35,1459,51.5,106,35,58.5,3.65,2.55,11:03:17,2
5.2,1,32.6,1979,1684,0.85,34,1516,51.7,104,35,58.4,3.6833333333333336,2.5833333333333335,11:03:19,2
5.1,1,31.1,1887,1596,0.85,36,1450,51.8,106,35,58.3,3.7,2.6,11:03:20,2
5.3,1,29.8,1811,1560,0.86,37,1325,49.4,106,35,60.2,3.7333333333333334,2.6333333333333333,11:03:22,2
5.1,1,35.2,2133,1821,0.85,39,1436,56.7,105,35,54.3,3.7666666666666666,2.6666666666666665,11:03:24,2
5.1,1,35.1,2132,1823,0.86,41,1392,56.4,104,36,54.5,3.783333333333333,2.6833333333333336,11:03:25,2
5.1,1,28.8,1749,1455,0.83,30,1375,41.5,104,36,66.6,3.8166666666666664,2.716666666666667,11:03:27,2
5.2,1,35.7,2164,1845,0.85,34,1612,54.9,102,37,55.7,3.85,2.75,11:03:29,2
5.2,1,33,2005,1713,0.85,28,1866,51.6,103,37,58.4,3.8833333333333337,2.783333333333333,11:03:31,2
5.2,1,30.8,1869,1623,0.87,37,1419,52.6,107,34,57.6,3.9166666666666665,2.8166666666666664,11:03:33,2
5.1,1,33,2002,1728,0.86,38,1400,52.8,105,36,57.4,3.9333333333333336,2.8333333333333335,11:03:34,2
5.2,1,35.6,2158,1859,0.86,38,1436,54.9,104,36,55.8,3.966666666666667,2.8666666666666667,11:03:36,2
5.2,1,29.4,1782,1609,0.9,37,1447,53.6,108,34,56.8,3.9833333333333334,2.8833333333333333,11:03:37,2
5.1,1,25.7,1559,1318,0.85,28,1340,37.9,102,38,69.4,4.016666666666667,2.9166666666666665,11:03:39,2
5.2,1,35,2121,1758,0.83,34,1513,51.6,100,38,58.4,4.05,2.95,11:03:41,2
5.2,1,37.6,2284,2033,0.89,24,2469,60.2,103,37,51.5,4.1,3,11:03:44,2
5.1,1,30.1,1828,1593,0.87,36,1451,51.5,107,35,58.5,4.116666666666666,3.0166666666666666,11:03:45,2
5.2,1,34.1,2071,1814,0.88,40,1393,56.1,105,36,54.8,4.15,3.05,11:03:47,2
5.2,1,32.1,1948,1723,0.88,37,1493,54.6,107,34,56,4.183333333333334,3.0833333333333335,11:03:49,2
5.2,1,26.3,1595,1278,0.8,25,1409,35.1,100,39,71.7,4.216666666666667,3.1166666666666667,11:03:51,2
5.2,1,33.4,2026,1712,0.85,35,1464,51.7,104,36,58.3,4.25,3.15,11:03:53,2
5.2,1,38.4,2329,2027,0.87,41,1510,61.2,103,36,50.6,4.266666666666667,3.1666666666666665,11:03:54,2
5.1,1,29.8,1811,1601,0.88,37,1423,52.7,106,35,57.5,4.3,3.2,11:03:56,2
5.2,1,32,1944,1832,0.94,40,1385,55.8,104,36,55,4.316666666666666,3.216666666666667,11:03:57,2
5.1,1,28.4,1723,1512,0.88,38,1267,47.8,106,35,61.5,4.35,3.25,11:03:59,2
5.2,1,35.7,2168,1881,0.87,39,1468,57.6,104,36,53.6,4.366666666666666,3.2666666666666666,11:04:00,2
5.1,1,30.2,1831,1596,0.87,35,1438,50.7,106,35,59.1,4.4,3.3,11:04:02,2
5.1,1,30.5,1849,1613,0.87,36,1453,51.9,106,35,58.2,4.433333333333334,3.3333333333333335,11:04:04,2
5.3,1,25.7,1561,1331,0.85,29,1410,41.1,103,37,66.9,4.466666666666667,3.3666666666666667,11:04:06,2
5.1,1,37.6,2283,1963,0.86,41,1442,58.5,103,37,52.9,4.483333333333333,3.3833333333333333,11:04:07,2
5.1,1,29.2,1771,1533,0.87,37,1328,48.9,105,36,60.6,4.516666666666667,3.4166666666666665,11:04:09,2
5.3,1,31.8,1929,1623,0.84,34,1485,50.6,104,36,59.2,4.55,3.45,11:04:11,2
5.1,1,27.6,1675,1344,0.8,29,1314,37.9,99,39,69.5,4.583333333333333,3.4833333333333334,11:04:13,2
5.1,1,31.5,1912,1503,0.79,28,1464,40.7,94,41,67.2,4.616666666666667,3.5166666666666666,11:04:15,2
5.2,1,41.7,2530,2085,0.82,35,1722,59.7,101,37,51.9,4.65,3.55,11:04:17,2
5.2,1,37,2248,1924,0.86,36,1622,58.6,104,35,52.7,4.666666666666667,3.5666666666666664,11:04:18,2
5.1,1,29.1,1763,1579,0.9,36,1411,50.7,106,35,59.1,4.7,3.6,11:04:20,2
5.3,1,34.5,2096,1849,0.88,40,1387,55.5,103,37,55.3,4.716666666666667,3.6166666666666663,11:04:21,2
5.1,1,30.8,1866,1608,0.86,35,1442,50.9,106,35,59,4.75,3.65,11:04:23,2
5.2,1,31.3,1899,1621,0.85,36,1430,51.4,105,36,58.6,4.783333333333333,3.6833333333333336,11:04:25,2
5.2,1,39.3,2384,2062,0.86,42,1474,61.4,104,36,50.5,4.8,3.7,11:04:26,2
5.2,1,23.2,1405,1180,0.84,26,1302,33.8,101,38,72.7,4.85,3.75,11:04:29,2
5.2,1,35.6,2162,1837,0.85,33,1537,50.7,99,39,59.2,4.866666666666667,3.7666666666666666,11:04:30,2
5.2,1,34.5,2093,1778,0.85,36,1540,55,105,36,55.7,4.9,3.8,11:04:32,2
5.1,1,33.1,2012,1724,0.86,33,1560,51.1,103,37,58.8,4.933333333333334,3.8333333333333335,11:04:34,2
5.3,1,32.9,1998,1780,0.89,37,1481,54.5,107,35,56.1,4.966666666666667,3.8666666666666663,11:04:36,2
5.2,1,27.4,1662,1322,0.8,21,1506,32.3,92,43,74,5,3.9,11:04:38,2
5.1,1,40.4,2449,2041,0.83,36,1616,57.4,99,39,53.7,5.033333333333333,3.9333333333333336,11:04:40,2
5.1,1,40.4,2449,2190,0.89,35,1866,65.5,105,36,47.2,5.066666666666666,3.966666666666667,11:04:42,2
5.2,1,29.6,1796,1681,0.94,36,1478,53.4,108,34,56.9,5.083333333333333,3.9833333333333334,11:04:43,2
5.2,1,35.1,2130,1968,0.92,41,1490,60.4,105,36,51.3,5.116666666666666,4.016666666666667,11:04:45,2
5.2,1,33,2002,1831,0.91,28,1877,52.9,104,37,57.4,5.15,4.05,11:04:47,2
5.2,1,29.4,1785,1626,0.91,36,1446,52.6,108,35,57.6,5.183333333333334,4.083333333333333,11:04:49,2
5.1,1,34.4,2090,1933,0.92,42,1408,58.7,105,37,52.7,5.2,4.1,11:04:50,2
5.3,1,36.1,2192,2025,0.92,34,1793,60.4,105,37,51.3,5.233333333333333,4.133333333333334,11:04:52,2
5.2,1,25.3,1533,1396,0.91,30,1495,45.5,106,36,63.3,5.266666666666667,4.166666666666667,11:04:54,2
5.2,1,40.5,2457,2189,0.89,40,1583,62.9,104,37,49.3,5.283333333333333,4.183333333333334,11:04:55,2
5.2,1,30.3,1837,1657,0.9,37,1448,54,107,35,56.5,5.316666666666666,4.216666666666667,11:04:57,2
5.3,1,32.7,1985,1820,0.92,37,1475,55,105,36,55.7,5.35,4.25,11:04:59,2
5.1,1,35.3,2145,1889,0.88,38,1413,54.3,103,38,56.2,5.366666666666666,4.266666666666667,11:05:00,2
5.2,1,33.9,2058,1827,0.89,36,1557,55.3,105,36,55.4,5.4,4.3,11:05:02,2
5.1,1,30.6,1859,1682,0.9,36,1463,53.2,106,36,57.1,5.433333333333334,4.333333333333333,11:05:04,2
5.1,1,37,2244,1995,0.89,39,1508,59.1,104,37,52.3,5.45,4.35,11:05:05,2
5.2,1,25.2,1528,1276,0.84,23,1448,33,99,40,73.4,5.5,4.4,11:05:08,2
5.2,1,33.2,2017,1710,0.85,28,1718,48.4,101,38,61,5.533333333333333,4.433333333333334,11:05:10,2
5.2,1,38.1,2312,2044,0.88,24,2491,60.8,103,37,51,5.566666666666666,4.466666666666667,11:05:12,2
5.3,1,31.2,1893,1643,0.87,36,1478,53.4,106,35,57,5.6,4.5,11:05:14,2
5.1,1,35.8,2174,1945,0.89,42,1428,59.9,105,36,51.7,5.616666666666667,4.516666666666667,11:05:15,2
5.2,1,30.9,1877,1697,0.9,35,1575,55.6,108,35,55.2,5.65,4.55,11:05:17,2
5.2,1,32.7,1987,1813,0.91,38,1477,56.4,106,36,54.5,5.683333333333334,4.583333333333333,11:05:19,2
5.1,1,35.9,2176,1977,0.91,38,1555,59.8,104,37,51.8,5.7,4.6,11:05:20,2
5.1,1,32.8,1988,1762,0.89,29,1801,52.7,105,36,57.5,5.733333333333333,4.633333333333333,11:05:22,2
5.1,1,33.1,2010,1810,0.9,34,1580,54.5,104,37,56.1,5.766666666666667,4.666666666666667,11:05:24,2
5.2,1,35.1,2133,1948,0.91,35,1617,56.4,103,38,54.5,5.8,4.7,11:05:26,2
5.2,1,28.4,1724,1552,0.9,36,1453,51.6,108,35,58.4,5.816666666666666,4.716666666666667,11:05:27,2
5.2,1,35.3,2142,1876,0.88,34,1555,53.6,102,38,56.8,5.85,4.75,11:05:29,2
5.2,1,26.3,1597,1308,0.82,25,1413,35.3,101,39,71.5,5.9,4.8,11:05:32,2
5.1,1,38.5,2335,2122,0.91,43,1470,62.5,103,37,49.6,5.916666666666667,4.816666666666666,11:05:33,2
5.2,1,35.5,2154,1932,0.9,36,1640,59.3,105,36,52.2,5.95,4.85,11:05:35,2
5.2,1,35.4,2148,1953,0.91,41,1456,60.2,105,36,51.5,5.966666666666667,4.866666666666667,11:05:36,2
5.1,1,26.5,1605,1482,0.92,37,1329,49.2,107,35,60.3,6,4.9,11:05:38,2
5.1,1,37.2,2258,2045,0.91,41,1524,61.8,105,36,50.2,6.016666666666667,4.916666666666667,11:05:39,2
5.2,1,34.4,2085,1918,0.92,35,1626,56.7,105,37,54.3,6.05,4.95,11:05:41,2
5.2,1,28,1701,1573,0.92,36,1455,52.3,109,34,57.9,6.083333333333333,4.983333333333333,11:05:43,2
5.1,1,30.3,1839,1675,0.91,38,1389,52.7,105,36,57.5,6.1,5,11:05:44,2
5.1,1,33.3,2023,1833,0.91,39,1394,53.9,103,37,56.5,6.133333333333334,5.033333333333333,11:05:46,2
5.2,1,30,1819,1645,0.9,38,1370,52.4,107,35,57.8,6.15,5.05,11:05:47,2
5.2,1,33,2002,1841,0.92,39,1507,59.1,108,34,52.4,6.183333333333334,5.083333333333333,11:05:49,2
5.1,1,30.5,1853,1691,0.91,39,1320,51.8,106,36,58.3,6.2,5.1,11:05:50,2
5.1,1,28.4,1722,1508,0.88,32,1499,47.3,104,37,61.8,6.233333333333333,5.133333333333334,11:05:52,2
5.2,1,34.2,2073,1829,0.88,34,1530,51.9,101,38,58.2,6.266666666666667,5.166666666666667,11:05:54,2
5.2,1,32.5,1975,1739,0.88,35,1536,53.6,103,37,56.8,6.3,5.2,11:05:56,2
5.2,1,33.9,2055,1880,0.91,35,1576,54.7,103,37,55.9,6.316666666666666,5.216666666666667,11:05:57,2
5.2,1,29.8,1808,1593,0.88,35,1447,51.1,106,36,58.8,6.35,5.25,11:05:59,2
5.1,1,35.3,2143,1876,0.88,41,1354,56,103,37,54.9,6.383333333333334,5.283333333333333,11:06:01,2
5.2,1,24.9,1513,1204,0.8,25,1262,31.1,95,42,74.9,6.416666666666667,5.316666666666666,11:06:03,2
5.1,1,40.5,2459,2162,0.88,29,2104,61.9,102,38,50.1,6.45,5.35,11:06:05,2
5.1,1,30.1,1827,1643,0.9,25,2051,50.8,105,37,59,6.483333333333333,5.383333333333334,11:06:07,2
5.1,1,30.9,1877,1621,0.86,34,1389,46.8,102,38,62.3,6.516666666666667,5.416666666666667,11:06:09,2
5.1,1,34.9,2120,1863,0.88,37,1470,54.4,103,38,56.1,6.55,5.45,11:06:11,2
5.1,1,31.2,1895,1654,0.87,35,1518,53.2,107,35,57.1,6.583333333333333,5.483333333333333,11:06:13,2
5.3,1,33.9,2057,1832,0.89,41,1366,56.5,105,36,54.5,6.6,5.5,11:06:14,2
5.1,1,33.7,2046,1817,0.89,41,1349,55.4,105,36,55.3,6.616666666666667,5.516666666666667,11:06:15,2
5.2,1,29.6,1799,1622,0.9,37,1327,49.5,106,36,60.1,6.65,5.55,11:06:17,2
5.2,1,34.5,2096,1857,0.89,42,1323,55.9,103,37,55,6.683333333333334,5.583333333333333,11:06:19,2
5.2,1,28.9,1756,1524,0.87,37,1343,49.4,105,36,60.2,6.7,5.6,11:06:20,2
5.1,1,32.8,1992,1726,0.87,33,1583,52.5,105,36,57.7,6.733333333333333,5.633333333333333,11:06:22,2
5.2,1,32,1943,1687,0.87,34,1469,49.2,103,37,60.3,6.766666666666667,5.666666666666667,11:06:24,2
5.2,1,36.6,2220,1934,0.87,36,1553,55.8,102,38,55,6.783333333333333,5.683333333333334,11:06:25,2
5.2,1,32,1944,1699,0.87,36,1448,52,105,36,58.1,6.816666666666666,5.716666666666667,11:06:27,2
5.2,1,27,1637,1364,0.83,28,1296,36.2,98,40,70.9,6.85,5.75,11:06:29,2
5.1,1,26.5,1610,1303,0.81,26,1365,35.1,98,40,71.7,6.9,5.8,11:06:32,2
5.1,1,40.4,2449,2154,0.88,24,2583,62.7,104,37,49.4,6.933333333333334,5.833333333333333,11:06:34,2
5.2,1,29.4,1782,1529,0.86,36,1368,48.9,105,36,60.6,6.966666666666667,5.866666666666667,11:06:36,2
5.2,1,27.4,1662,1397,0.84,29,1367,39.4,96,41,68.2,7,5.9,11:06:38,2
5.1,1,38.5,2336,1949,0.83,35,1577,55.3,101,38,55.4,7.033333333333333,5.933333333333334,11:06:40,2
5.2,1,35.4,2151,1878,0.87,36,1582,57.5,105,36,53.6,7.05,5.95,11:06:41,2
5.1,1,35.9,2178,1914,0.88,39,1530,60.4,106,35,51.3,7.083333333333333,5.983333333333333,11:06:43,2
4,1,31.7,1923,1739,0.9,40,1336,53.1,103,37,57.2,7.1,6,11:06:44,3
2.2,1,30.9,1876,1715,0.91,34,1458,49.7,105,37,59.9,7.133333333333334,6.033333333333333,11:06:46,3
2.1,1,17.5,1061,972,0.92,19,1525,28.8,96,42,76.8,7.183333333333334,6.083333333333333,11:06:49,3
2.1,1,31.8,1929,1637,0.85,27,1625,44.3,100,39,64.3,7.216666666666667,6.116666666666666,11:06:51,3
2,1,21.6,1308,1201,0.92,26,1411,36.5,106,36,70.6,7.266666666666667,6.166666666666667,11:06:54,3
2.1,1,26.4,1601,1396,0.87,25,1480,37.6,97,41,69.7,7.3,6.2,11:06:56,3
2,1,27.1,1646,1426,0.87,29,1331,38.6,99,40,68.9,7.333333333333333,6.233333333333333,11:06:58,3
2.1,1,25.1,1522,1357,0.89,25,1489,36.9,101,39,70.2,7.383333333333334,6.283333333333333,11:07:01,3
2.1,1,26.6,1613,1411,0.87,27,1400,37.3,99,40,69.9,7.416666666666667,6.316666666666666,11:07:03,3
2,1,27.4,1665,1484,0.89,28,1459,40.5,100,40,67.3,7.45,6.35,11:07:05,3
2.1,1,24.1,1465,1322,0.9,25,1421,35.7,100,40,71.2,7.483333333333333,6.383333333333334,11:07:07,3
2,1,14.3,869,822,0.95,17,1425,24.2,106,37,80.5,7.55,6.45,11:07:11,3
2.1,1,34.5,2095,1812,0.87,31,1455,45.5,97,42,63.3,7.583333333333333,6.483333333333333,11:07:13,3
2.1,1,28.2,1709,1595,0.93,29,1525,44.4,103,39,64.2,7.616666666666667,6.516666666666667,11:07:15,3
2.1,1,23,1395,1376,0.99,28,1423,40.1,107,37,67.7,7.65,6.55,11:07:17,3
2.1,1,15.6,946,941,0.99,22,1274,27.6,103,40,77.8,7.7,6.6,11:07:20,3
2.1,1,24.3,1477,1451,0.98,27,1459,39.3,104,39,68.4,7.733333333333333,6.633333333333333,11:07:22,3
2.1,1,14.8,896,881,0.98,16,1505,23.5,98,44,81.1,7.8,6.7,11:07:26,3
2.1,1,27.7,1683,1645,0.98,29,1491,43.8,105,39,64.7,7.833333333333333,6.733333333333333,11:07:28,3
2,1,22.6,1373,1495,1.09,21,2240,46.8,112,35,62.3,7.883333333333333,6.783333333333333,11:07:31,3
2.1,1,15.8,959,1063,1.11,25,1276,32.2,111,37,74.1,7.916666666666667,6.816666666666666,11:07:33,3
2.1,1,10.7,648,750,1.16,25,977,24.4,114,35,80.3,7.966666666666667,6.866666666666667,11:07:36,3
2.1,1,18.5,1125,1213,1.08,26,1306,34.1,109,38,72.5,8,6.9,11:07:38,3
2,1,14.9,904,981,1.09,24,1193,29,110,37,76.6,8.033333333333333,6.933333333333334,11:07:40,3
2,1,11.9,720,734,1.02,16,1113,18,105,41,85.5,8.1,7,11:07:44,3
2.1,1,19.6,1189,1259,1.06,30,1175,35.4,108,38,71.5,8.133333333333333,7.033333333333333,11:07:46,3
2.1,1,17.8,1080,1185,1.1,28,1253,35.3,111,36,71.6,8.166666666666666,7.066666666666666,11:07:48,3
2.1,1,14.7,895,1001,1.12,25,1204,30.6,112,36,75.3,8.2,7.1,11:07:50,3
2.1,1,11.4,692,775,1.12,21,1099,23.5,109,38,81,8.25,7.15,11:07:53,3
2,1,16.6,1005,1103,1.1,26,1239,32.6,110,37,73.7,8.3,7.2,11:07:56,3
2.1,1,14.9,903,1019,1.13,26,1216,31.4,112,35,74.7,8.333333333333334,7.233333333333333,11:07:58,3
2.1,1,11.2,681,718,1.05,18,1099,19.9,108,38,84,8.383333333333333,7.283333333333333,11:08:01,3
2,1,7.7,468,526,1.12,16,1022,16.2,112,36,87,8.45,7.35,11:08:05,3
2.1,1,23.3,1416,1396,0.99,30,1260,37.4,106,39,69.8,8.483333333333333,7.383333333333334,11:08:07,3
2.1,1,19.2,1166,1218,1.04,32,1128,36.6,110,36,70.5,8.516666666666667,7.416666666666667,11:08:09,3
2.1,1,15.1,914,1001,1.1,25,1235,31.1,112,35,74.9,8.55,7.45,11:08:11,3
2.1,1,9.2,556,604,1.09,23,862,19.5,111,36,84.3,8.6,7.5,11:08:14,3
2,1,14,851,934,1.1,24,1176,27.9,110,37,77.5,8.633333333333333,7.533333333333333,11:08:16,3
2.1,1,13.5,822,917,1.12,25,1130,28.4,111,36,77.1,8.683333333333334,7.583333333333333,11:08:19,3
2.1,1,6.7,405,462,1.14,19,809,15.6,112,36,87.5,8.733333333333333,7.633333333333333,11:08:22,3
2.1,1,16.4,994,1069,1.07,28,1144,31.8,110,36,74.4,8.766666666666667,7.666666666666667,11:08:24,3
2,1,12.3,744,833,1.12,22,1180,26,112,35,79,8.816666666666666,7.716666666666667,11:08:27,3
2.1,1,10.2,621,639,1.03,17,1055,18,108,38,85.5,8.866666666666667,7.766666666666667,11:08:30,3
2,1,12.9,781,836,1.07,23,1094,25.5,110,36,79.4,8.916666666666666,7.816666666666666,11:08:33,3
2.1,1,11.6,707,763,1.08,25,972,24.1,110,36,80.6,8.95,7.85,11:08:35,3
2,1,7.8,473,507,1.07,19,841,16.3,111,35,86.9,9,7.9,11:08:38,3
2.1,1,17.1,1041,1032,0.99,27,1149,30.6,108,37,75.3,9.05,7.95,11:08:41,3
2,1,13.4,815,846,1.04,26,1017,26.8,111,35,78.4,9.083333333333334,7.983333333333333,11:08:43,3
2.1,1,14.1,857,900,1.05,27,1053,28.1,111,35,77.4,9.116666666666667,8.016666666666667,11:08:45,3
2.1,1,10,605,687,1.13,11,1974,21.9,108,38,82.4,9.216666666666669,8.116666666666667,11:08:51,3
2.1,1,13.9,846,857,1.01,25,1009,25,106,38,79.8,9.25,8.15,11:08:53,3
2.1,1,11.5,696,720,1.03,23,963,22.1,109,36,82.1,9.3,8.2,11:08:56,3
2.1,1,12.1,737,764,1.04,24,981,23.8,109,36,80.8,9.333333333333334,8.233333333333333,11:08:58,3
2,1,14.6,884,926,1.05,25,1137,28.6,110,35,77,9.383333333333333,8.283333333333333,11:09:01,3
2.1,1,9,545,582,1.07,19,1005,18.6,108,37,85,9.433333333333334,8.333333333333334,11:09:04,3
2.1,1,13.3,806,843,1.05,28,963,26.6,109,36,78.5,9.466666666666669,8.366666666666667,11:09:06,3
2.1,1,12.1,737,768,1.04,23,1051,23.7,109,36,80.9,9.516666666666667,8.416666666666666,11:09:09,3
