clock_time,speed,grade,vo2,vo2_abs,vco2,rer,rr,vt.btps,ve.btps,peto2,petco2,br,time,ex_time,stage,fixed_speeds,fixed_grades,ramp_time,ramp_speed,hr
14:02:17,2.8,1,6.1,356,282,0.79,17,602,10.2,106,34,92.3,1.9666666666666668,0.03333333333333333,1,3,1,-14.983333333333334,-4.278958333333334,86.33093525179856
14:02:19,2.9,1,10.6,616,486,0.79,29,561,16,101,37,87.9,2,0.06666666666666667,1,3,1,-14.95,-4.261875,65.14657980456026
14:02:22,3,1,7.4,430,361,0.84,20,581,11.7,101,37,91.2,2.05,0.11666666666666668,1,3,1,-14.9,-4.23625,72.55139056831923
14:02:26,3,1,9.5,551,420,0.76,18,705,12.7,100,38,90.4,2.1166666666666667,0.18333333333333332,1,3,1,-14.833333333333334,-4.2020833333333325,97.51576412433855
14:02:28,3,1,6.8,394,300,0.76,26,411,10.8,100,37,91.9,2.15,0.21666666666666667,1,3,1,-14.8,-4.1850000000000005,86.45533141210375
14:02:30,2.9,1,8.4,487,350,0.72,25,468,11.6,96,39,91.3,2.183333333333333,0.25,1,3,1,-14.766666666666667,-4.167916666666667,79.15567282321899
14:02:33,3,1,10.1,587,414,0.71,21,621,13.3,96,38,90,2.2333333333333334,0.3,1,3,1,-14.716666666666669,-4.142291666666667,79.6812749003984
14:02:36,3,1,12.7,737,525,0.71,23,697,16,95,38,87.9,2.283333333333333,0.35,1,3,1,-14.666666666666668,-4.116666666666667,91.13135739822397
14:02:38,3,1,11.3,655,474,0.72,23,672,15.4,96,37,88.4,2.3166666666666664,0.38333333333333336,1,3,1,-14.633333333333336,-4.099583333333333,94.05797172613933
14:02:41,3,1,10.7,624,450,0.72,21,654,13.9,95,38,89.5,2.3666666666666667,0.43333333333333335,1,3,1,-14.583333333333334,-4.073958333333334,99.78102916293422
14:02:44,3,1,10.2,593,429,0.72,21,652,13.4,97,37,89.8,2.4166666666666665,0.48333333333333334,1,3,1,-14.533333333333337,-4.048333333333334,103.36109017312909
14:02:47,2.9,1,5.8,339,248,0.73,24,373,9.1,99,36,93.1,2.466666666666667,0.5333333333333333,1,3,1,-14.483333333333334,-4.022708333333334,105.4481546572935
14:02:49,2.9,1,16.2,940,673,0.72,27,739,19.9,96,38,85,2.5,0.5666666666666667,1,3,1,-14.45,-4.005625,100.50279455006623
14:02:54,2.9,1,9.6,559,406,0.73,12,915,11.4,95,39,91.4,2.5833333333333335,0.65,1,3,1,-14.366666666666667,-3.962916666666666,97.87928221859707
14:02:57,2.9,1,9.6,557,377,0.68,19,588,11.3,92,39,91.4,2.6333333333333333,0.7,1,3,1,-14.316666666666668,-3.9372916666666673,95.84664536741214
