clock_time,speed,grade,vo2,vo2_abs,vco2,rer,rr,vt_btps,ve_btps,br,peto2,petco2,time,ex_time,stage,fixed_speeds,fixed_grades,ramp_time,ramp_speed,hr
17:02:34,1.7,0.8,5.8,453,393,0.87,20,911,17.9,90.1,116,26,0.85,0.01666666666666666,1,3,1,-14.983333333333333,-5.251875000000001,90.7715582450832
17:02:35,2.7,0.8,13.1,1011,922,0.91,31,1189,36.6,79.6,117,26,0.8666666666666667,0.03333333333333333,1,3,1,-14.966666666666669,-5.241250000000002,76.55166016530862
17:02:37,2.8,0.8,11.9,924,868,0.94,33,1095,36.1,79.9,116,27,0.9,0.06666666666666667,1,3,1,-14.933333333333334,-5.2200000000000015,76.23888182973316
17:02:39,2.9,0.8,12.1,936,877,0.94,31,1130,35.5,80.2,118,26,0.9333333333333332,0.1,1,3,1,-14.9,-5.198750000000001,91.32420091324201
17:02:41,2.9,0.8,5,387,382,0.99,47,442,20.7,88.5,119,26,0.9666666666666668,0.13333333333333333,1,3,1,-14.866666666666667,-5.177500000000001,103.09278350515464
17:02:42,3,0.8,7.2,554,471,0.85,30,649,19.8,89,110,31,0.9833333333333332,0.15,1,3,1,-14.85,-5.166875,105.82537258183426
17:02:45,3,0.8,14.8,1144,985,0.86,30,1239,36.8,79.5,112,29,1.0333333333333334,0.2,1,3,1,-14.8,-5.1350000000000025,105.07880910683014
17:02:47,3,0.8,13,1009,856,0.85,22,1435,31.8,82.3,110,30,1.0666666666666669,0.23333333333333336,1,3,1,-14.766666666666667,-5.113750000000002,110.59917229006544
17:02:49,3,0.8,11.6,900,756,0.84,27,1098,29.7,83.5,112,29,1.1,0.26666666666666666,1,3,1,-14.733333333333333,-5.0925,113.96515025794581
17:02:52,2.8,0.8,14.2,1099,954,0.87,21,1830,38.1,78.8,115,28,1.15,0.31666666666666665,1,3,1,-14.683333333333334,-5.060625000000001,109.89010989010988
17:02:55,3,0.8,13.7,1060,957,0.9,26,1444,37.2,79.3,114,28,1.2,0.36666666666666664,1,3,1,-14.633333333333333,-5.028750000000001,115.85127201565558
17:02:57,3,0.8,12.8,990,899,0.91,26,1331,35,80.5,115,28,1.2333333333333334,0.4,1,3,1,-14.6,-5.007500000000001,120.36217303822937
