clock_time,speed,grade,vo2,vo2_abs,vco2,rer,rr,vt_btps,ve_btps,br,peto2,petco2,time,ex_time,stage,fixed_speeds,fixed_grades,ramp_time,ramp_speed,hr
15:23:27,2.7,1.1,10.2,784,706,0.9,26,889,22.9,85.8,106,34,1.2833333333333332,0.01666666666666666,1,3,1,-14.983333333333333,-5.077291666666667,81.85538881309687
15:23:29,2.8,1.1,11.3,872,821,0.94,28,943,26.3,83.7,107,34,1.3166666666666669,0.05,1,3,1,-14.95,-5.056875,82.12375859434684
15:23:35,2.9,1.1,7.5,575,618,1.07,10,2139,21.5,86.7,114,31,1.4166666666666667,0.15,1,3,1,-14.85,-4.995625,100.33444816053512
15:23:37,3,1.1,8.8,677,642,0.95,28,730,20.5,87.3,106,36,1.45,0.18333333333333332,1,3,1,-14.816666666666666,-4.975208333333335,104.71491228070175
15:23:39,3,1.1,12.6,968,912,0.94,28,1039,28.7,82.2,107,35,1.4833333333333334,0.21666666666666667,1,3,1,-14.783333333333331,-4.954791666666667,107.14285714285714
15:23:42,2.9,1.1,10.7,819,791,0.97,28,901,25.5,84.2,109,34,1.5333333333333332,0.26666666666666666,1,3,1,-14.733333333333333,-4.924166666666666,109.58913249442878
15:23:44,3,1.1,10.7,822,828,1.01,23,1061,24.7,84.7,110,34,1.5666666666666669,0.3,1,3,1,-14.7,-4.9037500000000005,110.81475620071488
15:23:46,3,1.1,6.3,485,493,1.01,29,550,16,90.1,108,35,1.6,0.3333333333333333,1,3,1,-14.666666666666666,-4.883333333333335,113.20754716981132
15:23:52,3,1.1,5.2,399,367,0.92,11,907,9.6,94,100,40,1.7,0.43333333333333335,1,3,1,-14.566666666666666,-4.8220833333333335,114.07009021512837
15:23:54,3,1.1,15,1151,1052,0.91,29,1050,30.3,81.2,104,36,1.7333333333333334,0.4666666666666667,1,3,1,-14.533333333333331,-4.801666666666668,108.12074457204639
15:23:58,2.9,1.1,12.3,946,942,1,15,1968,30.4,81.1,110,33,1.8,0.5333333333333333,1,3,1,-14.466666666666669,-4.760833333333334,115.83184257602862
15:24:00,3,1.1,7.1,545,508,0.93,32,511,16.2,89.9,104,36,1.8333333333333337,0.5666666666666667,1,3,1,-14.433333333333334,-4.740416666666668,111.83607104144085
15:24:02,3,1.1,11,846,795,0.94,28,895,24.9,84.6,106,35,1.8666666666666667,0.6,1,3,1,-14.4,-4.720000000000001,109.68921389396708
15:24:04,2.9,1.1,9.8,751,692,0.92,28,813,22.6,86,106,34,1.9,0.6333333333333333,1,3,1,-14.366666666666667,-4.699583333333335,101.89694395668083
15:24:06,3,1.1,10.1,780,692,0.89,26,824,21.6,86.6,103,36,1.9333333333333331,0.6666666666666666,1,3,1,-14.333333333333334,-4.679166666666667,103.62694300518136
15:24:09,2.8,1.1,7.3,560,457,0.82,21,707,14.7,90.9,100,38,1.9833333333333336,0.7166666666666667,1,3,1,-14.283333333333331,-4.648541666666668,106.76190385729619
15:24:14,3,1.1,8.3,639,525,0.82,14,1137,15.5,90.4,95,40,2.066666666666667,0.8,1,3,1,-14.2,-4.5975,101.86757215619694
15:24:16,3,1.1,13.8,1058,768,0.73,26,856,22,86.4,91,39,2.1,0.8333333333333334,1,3,1,-14.166666666666666,-4.577083333333334,106.19502293060674
15:24:18,3,1.1,15.7,1209,897,0.74,28,943,26.6,83.5,96,37,2.1333333333333333,0.8666666666666667,1,3,1,-14.133333333333333,-4.556666666666667,109.4890510948905
15:24:20,3,1.1,11.9,914,673,0.74,28,749,20.9,87,95,37,2.1666666666666665,0.9,1,3,1,-14.1,-4.536250000000001,111.5488285299606
15:24:23,3,1.1,8.6,659,480,0.73,23,691,15.7,90.3,95,38,2.216666666666667,0.95,1,3,1,-14.05,-4.505625000000002,102.21465076660989
15:24:25,4.3,1.1,16.3,1251,901,0.72,31,915,28.2,82.5,97,36,2.25,0.9833333333333332,1,3,1,-14.016666666666667,-4.485208333333334,97.4823011419129
15:24:27,5.1,1.1,19.2,1474,1095,0.74,34,949,32.7,79.7,98,35,2.283333333333333,1.0166666666666666,2,6.8,1,-13.983333333333334,-4.4647916666666685,99.17599230634727
15:24:28,6.1,1.1,17.3,1327,999,0.75,37,838,30.7,81,98,35,2.3,1.0333333333333334,2,6.8,1,-13.966666666666669,-4.454583333333334,99.0922679118889
15:24:30,6.8,1.1,18.1,1395,1076,0.77,43,788,33.5,79.2,98,36,2.3333333333333335,1.0666666666666669,2,6.8,1,-13.933333333333334,-4.434166666666668,99.94174918864942
15:24:31,6.9,1.1,16.9,1300,999,0.77,41,792,32.6,79.8,99,36,2.35,1.0833333333333333,2,6.8,1,-13.916666666666666,-4.423958333333333,105.26607385246129
15:24:33,6.8,1.1,18,1380,1114,0.81,37,940,34.8,78.4,101,35,2.3833333333333333,1.1166666666666667,2,6.8,1,-13.883333333333333,-4.403541666666667,113.85363219011612
15:24:34,6.8,1.1,13.6,1046,825,0.79,43,607,25.8,84,100,36,2.4,1.1333333333333333,2,6.8,1,-13.866666666666667,-4.393333333333334,116.95906432748538
15:24:36,6.8,1.1,14.8,1136,1079,0.95,42,812,34.3,78.7,101,35,2.4333333333333336,1.1666666666666667,2,6.8,1,-13.833333333333334,-4.372916666666669,119.6507105876365
15:24:37,6.6,1.1,21.6,1658,1331,0.8,37,1114,41.5,74.2,101,35,2.45,1.1833333333333331,2,6.8,1,-13.816666666666666,-4.362708333333334,123.63774178227018
15:24:39,6.8,1.1,12.4,955,795,0.83,40,683,27.5,82.9,103,34,2.4833333333333334,1.2166666666666668,2,6.8,1,-13.783333333333331,-4.342291666666668,128.35413844858513
15:24:40,6.8,1.1,20.3,1560,1279,0.82,36,1124,39.9,75.2,102,34,2.5,1.2333333333333334,2,6.8,1,-13.766666666666666,-4.332083333333333,131.29354305824893
15:24:42,6.6,1.1,21.7,1665,1379,0.83,38,1112,42,74,102,35,2.533333333333333,1.2666666666666666,2,6.8,1,-13.733333333333334,-4.311666666666667,133.93124065769805
15:24:44,6.8,1.1,14.9,1148,942,0.82,34,889,30.1,81.3,102,34,2.5666666666666664,1.3,2,6.8,1,-13.7,-4.29125,136.9891576313595
15:24:45,6.9,1.1,21.5,1654,1300,0.79,36,1037,37.5,76.7,97,37,2.5833333333333335,1.3166666666666669,2,6.8,1,-13.683333333333334,-4.281041666666669,137.45866792631082
15:24:48,6.9,1.1,23.2,1782,1386,0.78,22,1859,40,75.2,99,36,2.6333333333333333,1.3666666666666667,2,6.8,1,-13.633333333333333,-4.250416666666668,139.05150652559212
15:24:52,6.9,1.1,23.9,1833,1449,0.79,14,2922,41.3,74.4,99,36,2.7,1.4333333333333331,2,6.8,1,-13.566666666666666,-4.209583333333335,141.7335123353903
15:24:54,6.8,1.1,23.5,1805,1288,0.71,47,794,36.9,77.1,89,40,2.7333333333333334,1.4666666666666668,2,6.8,1,-13.533333333333331,-4.189166666666667,145.30911905613578
15:24:55,6.8,1.1,22.6,1734,1150,0.66,48,711,33.9,79,84,41,2.75,1.4833333333333334,2,6.8,1,-13.516666666666666,-4.178958333333334,145.754936708164
15:24:56,6.8,1.1,29.7,2283,1442,0.63,46,896,41.1,74.5,84,40,2.7666666666666666,1.5,2,6.8,1,-13.5,-4.168750000000001,147.409064665127
15:24:58,6.9,1.1,29.3,2255,1435,0.64,45,963,43.1,73.2,87,38,2.8,1.5333333333333332,2,6.8,1,-13.466666666666669,-4.148333333333335,145.11996818006344
